"","EventName","EventType","EventRegion","flags","AvgPSI_TMO","AvgPSI_UT","deltaPSI","abs_deltaPSI","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Inc.baseMean","Inc.log2FoldChange","Inc.lfcSE","Inc.stat","Inc.pvalue","Inc.padj","Exc.baseMean","Exc.log2FoldChange","Exc.lfcSE","Exc.stat","Exc.pvalue","Exc.padj"
"11","SE:NDOR1-201-exon5;NDOR1-202-int4","SE","chr9:137213879-137214203/+","",0.7683,1,-0.2317,0.2317,24.25,-6.13533244025797,1.4833513605497,-4.1361289060903,3.53213822325009e-05,NA,41.666397093476,-0.358363468459629,0.485959414360004,-0.737434974753157,0.460857873018587,0.99906770181161,6.02360981320206,5.92274161081059,1.70082705219501,3.48227152382541,0.000497179287397366,NA
"12","A5SS:NAPRT-201-exon11;NAPRT-202-exon11","A5SS","chr8:143575094-143575229/-","",0.9464,1,-0.0535,0.0535,79.1666666666667,-5.65455537118827,1.3780239934097,-4.10337947541607,4.07158602936012e-05,0.0963383636924347,151.631941576882,-0.415882111485724,0.28313722724114,-1.46883585580758,0.141877316144471,0.99906770181161,4.085658377556,5.36482685946647,1.87676169512988,2.85855517692415,0.00425575088869077,NA
"13","SE:NAA60-202-exon4;NAA60-219-int2","SE","chr16:3476338-3482501/+","Exc-NMD",1,0.9909,0.0091,0.0091,67,6.18064301119675,1.50944896134368,4.09463530697644,4.22833422551072e-05,0.0963383636924347,125.188122053369,0.538284677654348,0.313388241132354,1.71762882905046,0.0858643384354525,0.99906770181161,3.92986558685474,-5.5666240556886,2.10290759543686,-2.64710825514527,0.00811833597577009,NA
"14","A5SS:PSMD6-205-exon1;PSMD6-201-exon1","A5SS","chr3:64022524-64023274/-","",0.0181,0,0.0181,0.0181,237.916666666667,5.68905262268053,1.3946893650522,4.07908224242291,4.52138407977124e-05,0.0963383636924347,5.03029801131364,5.66765779418534,1.80262431610473,3.14411480170895,0.00166590071467627,NA,448.160331178693,-0.12212738934826,0.159059343084715,-0.767810220888533,0.442599941362341,0.99906770181161
"15","SE:ITPK1-201-exon5;ITPK1-211-int2","SE","chr14:92962850-93016675/-","",1,0.9591,0.0409,0.0409,91.1666666666667,5.63391156062957,1.41377782593425,3.98500489771551,6.74787338467845e-05,0.12106298663332,170.198783350777,-0.190187732876441,0.234884246653512,-0.809708337558266,0.418107824971676,0.99906770181161,4.64750612278618,-5.79977271129948,1.83253074481824,-3.16489790291335,0.00155137377670018,NA
"16","PIK3R2/ENST00000222254.13_Intron10/clean","IR","chr19:18163148-18163262/+","Inc-NMD",0.0568,0,0.0567,0.0567,82.9166666666667,5.47306904792216,1.37483633195838,3.98088770328472,6.86583814781254e-05,0.12106298663332,4.78047424524182,5.60247409642199,1.77517455489484,3.15601306979857,0.00159941693454698,NA,152.708370973146,0.11065428566077,0.244337014020758,0.452875656618155,0.650638280964981,0.99906770181161
"17","A5SS:CDK5RAP3-201-exon2;CDK5RAP3-215-exon1","A5SS","chr17:47971310-47973518/+","",0.995,1,-0.0049,0.0049,725.583333333333,-5.27028889753831,1.3353359234187,-3.94678882302922,7.92063596254701e-05,0.12106298663332,1406.6382099781,-0.255313527291784,0.122823194268441,-2.07870776210048,0.0376442191128477,0.99906770181161,3.68911664565838,5.21329095320318,1.93929528007749,2.68823990176208,0.00718297704803912,NA
"18","AFE:GUK1-212-exon1;GUK1-209-exon1","AFE","chr1:228140160-228145510/+","",0.9939,1,-0.006,0.006,530.416666666667,-5.38942229965435,1.36704530833604,-3.94238747376584,8.0674503588486e-05,0.12106298663332,1034.63956459369,-0.182850871232406,0.161144810577824,-1.13469909813881,0.256501415328964,0.99906770181161,3.6842603019438,5.22397781673206,1.96351382358658,2.66052510248687,0.0078018911348173,NA
"19","SE:ABCD4-201-exon4;ABCD4-205-int2","SE","chr14:74296450-74299547/-","Exc-NMD",0.8861,1,-0.1139,0.1139,35,-5.64926230092503,1.43330235979747,-3.94143096347326,8.09969483650574e-05,NA,64.2617836347739,-0.190937231004829,0.37325276871967,-0.511549402995137,0.60896640441775,0.99906770181161,4.64605333361318,5.55420288823751,1.83066890480912,3.03397456178272,0.00241354780215529,NA
"20","A3SS:TRAF4-201-exon2;TRAF4-216-exon2","A3SS","chr17:28744256-28747217/+","",1,0.9364,0.0636,0.0636,53.6666666666667,5.535777589184,1.40636205903292,3.93623928747812,8.27684467379748e-05,0.12106298663332,101.87456415196,-0.169696752622568,0.3123315892503,-0.543322412663724,0.586907835396972,0.99906770181161,4.45774001577811,-5.7398540888592,1.85755025156478,-3.09001281877786,0.00200147856898924,NA
"21","SE:TROAP-201-exon3;TROAP-203-int2","SE","chr12:49323753-49325500/+","Exc-NMD",0.944,1,-0.056,0.056,76.5,-5.46458520031447,1.39330831532001,-3.92202152260849,8.78091463762454e-05,0.12106298663332,140.889260868172,-0.0102707891105936,0.249845541451071,-0.0411085547132129,0.967209354695189,0.99906770181161,4.79229152993707,5.59840106189097,1.80281228193293,3.10537104611275,0.00190040465584731,NA
"22","SE:PI4KB-203-exon2;PI4KB-213-int1","SE","chr1:151307802-151327270/-","",0.9998,0.8612,0.1385,0.1385,43.6666666666667,5.63817224305147,1.44118455781373,3.91217919487324,9.14669997015742e-05,NA,76.2192699317379,0.632270360190339,0.362125302265632,1.7459988469034,0.0808111522080237,0.99906770181161,5.14372758892668,-4.97379256145409,1.70481041028873,-2.91750480372284,0.00352844213745336,NA
"23","SE:PALD1-201-exon15;PALD1-207-int14","SE","chr10:70539248-70541101/+","",1,0.9843,0.0156,0.0156,43.0833333333333,6.55637779282808,1.67738121080755,3.90869872071096,9.27946003065011e-05,NA,77.7692364223637,0.161696245863559,0.380625453183992,0.424817217322029,0.670969925515241,0.99906770181161,7.36521345499555,-6.46839886688405,3.91322422917908,-1.6529589126665,0.0983392259058613,NA
"24","A3SS:DRAP1-202-exon5;DRAP1-201-exon5","A3SS","chr11:65920463-65920568/+","",0.0087,0,0.0087,0.0087,397.666666666667,5.6781773021054,1.45746444951212,3.89592851064472,9.78232421909882e-05,0.123126434575502,5.78303710463546,5.85604729910684,1.83221976090595,3.19614896862114,0.00139275183583679,NA,749.322825700446,-0.238591449233113,0.16413817125771,-1.45360123976589,0.146056893006861,0.99906770181161
"25","SE:HENMT1-202-exon4;HENMT1-206-int2","SE","chr1:108654851-108657450/-","",0.9258,1,-0.0741,0.0741,60,-5.58584199859011,1.44175900707407,-3.87432432964376,0.000106920938355433,0.123126434575502,108.020360005265,-0.00360394322103027,0.292090148584152,-0.012338462075834,0.990155581388127,0.99907309441661,5.05858526558229,5.68087709382877,1.78378554450244,3.18473098480758,0.00144888629131419,NA
"26","SE:TOP3A-201-exon11;TOP3A-211-int4","SE","chr17:18291028-18294702/-","Exc-NMD",0.9104,1,-0.0895,0.0895,51.75,-5.45802557294405,1.4089536088665,-3.87381496352817,0.000107144776518973,0.123126434575502,92.3694830305133,0.0324481264042771,0.307924444206979,0.105376909871002,0.916076737295166,0.99906770181161,4.66041870592048,5.56056066167651,1.78363866477331,3.11753763332061,0.00182368661794911,NA
"27","A5SS:SMPD4-202-exon14;SMPD4-212-exon6","A5SS","chr2:130155260-130156052/-","",0.9692,1,-0.0307,0.0307,102.916666666667,-5.277199398557,1.36478191225857,-3.86669793258309,0.000110318931909102,0.123126434575502,201.437653562802,-0.522428323140185,0.245232661897001,-2.13033744811532,0.033143763978026,0.99906770181161,2.71341987160563,4.77902414911564,2.11301035504273,2.26171354897075,0.0237151070779867,NA
"28","A3SS:PPIE-201-exon7;PPIE-210-exon7","A3SS","chr1:39743925-39745413/+","Exc-NMD",0.9592,1,-0.0407,0.0407,107.166666666667,-5.64448335124765,1.46683760562025,-3.84806288686667,0.000119055495356831,0.126837395462428,195.883290675126,-0.00118984822737837,0.28292512185463,-0.00420552342463857,0.99664448768056,0.999397733606674,4.60642856415119,5.55604563079314,1.81997144972793,3.05282021408836,0.00226701715557018,NA
"29","ALE:AHNAK-202-exon5;AHNAK-205-exon3","ALE","chr11:62433892-62535002/-","",0.9917,1,-0.0083,0.0083,373.333333333333,-5.25258524108902,1.36911364194871,-3.83648594254953,0.000124807336518681,0.127184102318472,721.72226648783,-0.458394663971946,0.13798528156896,-3.32205477830515,0.000893571493722326,0.668136171163236,3.20289308639619,5.01214210091457,2.04521259774381,2.45067046156656,0.0142590429404639,NA
"30","A3SS:ALG13-201-exon2;ALG13-231-exon2","A3SS","chrX:111681300-111682235/+","Exc-NMD",0.8868,1,-0.1132,0.1132,37.4166666666667,-5.43228663737577,1.4263236955495,-3.80859313655513,0.000139759704252784,NA,67.0520610916961,0.228363638674889,0.37702772477104,0.605694551544105,0.544717602695184,0.99906770181161,4.89681849911085,5.63839086744456,1.77334462887458,3.17952346974026,0.00147517422871964,NA
"31","A3SS:PILRB-207-exon5;PILRB-201-exon9","A3SS","chr7:100355241-100356749/+","",0.0748,0.0013,0.0735,0.0735,105.666666666667,4.0312233835279,1.05892771841272,3.80689192796889,0.000140724202648178,0.137428910902833,7.7458633265397,3.77108836624502,1.30701026862848,2.885278300225,0.00391067791002218,NA,198.324201801033,-0.381740184357794,0.24834161857485,-1.53715751128817,0.124254742247372,0.99906770181161
"32","SE:MED15-201-exon5;MED15-203-int4","SE","chr22:20553175-20564449/+","",0.9352,1,-0.0648,0.0648,66.6666666666667,-5.27118016546064,1.3953108202518,-3.77778204608876,0.000158231260945719,0.142745669474191,120.389054098675,0.283510313024651,0.277897809349011,1.02019628614125,0.307635378632791,0.99906770181161,5.30469774620181,5.73805263073818,1.75581897093296,3.26802063636962,0.00108302468592935,NA
"33","SE:LAT-202-exon11;LAT-215-int7","SE","chr16:28989840-28990188/+","",1,0.9968,0.0031,0.0031,192.416666666667,5.33992579256572,1.41357759644741,3.77759650831052,0.000158349151221477,0.142745669474191,369.99531430266,0.045150658721646,0.175131109056942,0.257810613801148,0.7965530727014,0.99906770181161,3.39804562294587,-5.34794150980584,2.20630924128511,-2.42393106538901,0.0153535195911168,NA
"34","A5SS:PCK2-201-exon1;PCK2-211-exon1","A5SS","chr14:24094255-24096891/+","",0.9377,1,-0.0622,0.0622,70.3333333333333,-5.37949937700903,1.43907953705748,-3.73815292239415,0.000185377184002011,0.160921127357005,128.803841703931,0.0279474304188297,0.329205146522043,0.0848936619432783,0.932345930634944,0.99906770181161,4.24140560247261,5.43205602019417,1.83542935685294,2.95955602971724,0.00308082673543744,NA
"35","RETREG2/ENST00000420189.1_Intron2/known-exon","IR","chr2:219182309-219182413/+","Inc-NMD",0.959,1,-0.0409,0.0409,76.0833333333333,-5.24248743827989,1.40773301569858,-3.72406371081546,0.000196041418028362,0.161463758887994,144.77605457457,-0.610695538368065,0.251064116676391,-2.4324286021137,0.0149979481001647,0.99906770181161,2.50205767715555,4.66459550985325,2.1670882522195,2.1524714118476,0.0313602445475617,NA
"36","IL32/ENST00000325568.9_Intron5/clean","IR","chr16:3068011-3068179/+","Inc-NMD",0.0223,2e-04,0.0221,0.0221,163.583333333333,5.13078382081851,1.38179574680607,3.71312752458384,0.000204713668227834,0.161463758887994,3.91809386794414,5.29986249368102,1.91140778659277,2.7727534285755,0.00555842196842842,NA,313.633853420164,-0.0439605621938761,0.254283158325004,-0.172880353081384,0.862745475083211,0.99906770181161
"37","A5SS:OPA1-226-exon19;OPA1-205-exon21","A5SS","chr3:193655028-193657079/+","Inc-NMD",0,0.0085,-0.0085,0.0085,51,-5.90621982274234,1.59166337021269,-3.71072170992609,0.000206669202433647,0.161463758887994,3.43982173888754,-5.37399064718635,2.18959506278976,-2.45433082057619,0.0141147063131215,NA,89.2915719203005,0.348081976714604,0.328292247072563,1.06028083154113,0.289016857048807,0.99906770181161
"38","AFE:TMEM164-204-exon1;TMEM164-208-exon1","AFE","chrX:110002773-110003500/+","",0,0.0662,-0.0662,0.0662,52.75,-5.16327972403515,1.39740124010434,-3.69491565904838,0.000219959788435125,0.166303791011047,4.1220576497774,-5.63090132215293,1.85593285803274,-3.03400055545199,0.00241333985651677,NA,102.066455500452,-0.423347837391364,0.359241260519086,-1.17844992743775,0.238617283356893,0.99906770181161
"39","SE:MINK1-209-exon2;MINK1-201-int1","SE","chr17:4833641-4878316/+","Inc-NMD",0.0858,0,0.0857,0.0857,40,5.50877184939857,1.49613195264546,3.68200935730165,0.000231402915233737,NA,5.75685444763291,5.85223701733468,1.80986529935911,3.23352075947697,0.00122274449136361,NA,72.6457550423703,0.052766517763367,0.371569465797519,0.142009832939613,0.887072238842586,0.99906770181161
"40","AFE:YIF1B-205-exon1;YIF1B-202-exon1","AFE","chr19:38309644-38315868/-","",0.062,0,0.062,0.062,50.5833333333333,5.15421311472899,1.40678491747369,3.66382454823652,0.000248477022565814,0.181180780782804,3.67150161782271,5.20601350770823,1.95310487648407,2.66550637929898,0.00768724732081108,NA,95.7521816354613,-0.0649346439069242,0.334317432240789,-0.194230505635601,0.845995397639665,0.99906770181161
"41","ALE:NDUFA11-201-exon4;NDUFA11-202-exon4","ALE","chr19:5893291-5896452/-","",0.9983,1,-0.0017,0.0017,478.166666666667,-5.29003518373052,1.4465158030118,-3.65708772259253,0.00025509709727078,0.181180780782804,934.618565790073,-0.475678573308577,0.160569833908877,-2.96244046424388,0.00305210827359105,0.902721660137378,2.43902013671746,4.63716710232648,2.4331378895814,1.90583818622967,0.0566712028934004,NA
"42","AFE:MADD-204-exon1;MADD-202-exon1","AFE","chr11:47269645-47273826/+","",0.5796,1,-0.4204,0.4204,11.5,-6.48706113713737,1.77589097950089,-3.65284874579437,0.000259347011077054,NA,20.4641246490246,-1.87461896050973,0.73825907815543,-2.53924268048764,0.0111092733466486,NA,2.65363198669592,4.75361478485017,2.16014263056488,2.20060227393739,0.027764192480899,NA
"43","SE:IRF1-AS1-204-exon4;IRF1-AS1-203-int3","SE","chr5:132449690-132475666/+","",0.1046,0,0.1045,0.1045,38.0833333333333,5.15426371243944,1.41418695943344,3.64468338366265,0.000267721183963846,NA,4.66204353368467,5.56022020583721,1.79927696165404,3.09025254273573,0.00199986372756693,NA,68.9249316997224,0.31288067700657,0.386354804193817,0.809827323512748,0.418039426386898,0.99906770181161
"44","AFE:CBX5-204-exon1;CBX5-201-exon1","AFE","chr12:54257693-54280007/-","",0,0.0038,-0.0037,0.0037,149.666666666667,-5.62172583724354,1.54841756020164,-3.63062650652933,0.00028273408105221,0.194903570344168,3.79743548320637,-5.50785913388868,2.16683931409771,-2.54188628480844,0.0110256038203752,NA,276.95545577368,0.126921245341354,0.232846290068344,0.545085967674645,0.585694393189697,0.99906770181161
"45","A3SS:BTN2A1-203-exon8;BTN2A1-201-exon8","A3SS","chr6:26466089-26467947/+","",0.3786,0,0.3786,0.3786,14.9166666666667,6.65021545115678,1.83239862225278,3.62924058684398,0.000284256225370118,NA,6.08736695465158,5.96503149470715,1.71090216106768,3.48648311425635,0.000489416279611839,NA,20.6963782710084,-0.469397948915872,0.757984546022296,-0.619271133401267,0.535737757723744,NA
"46","DLG4/ENST00000399510.8_Intron14/clean","IR","chr17:7194001-7194318/-","Inc-NMD",0.1308,0,0.1307,0.1307,26.5,5.4537251280325,1.50457122774657,3.62477031825251,0.00028921837115521,NA,3.16118185924608,5.00744040117626,2.02073877307779,2.47802460559977,0.0132112034144587,NA,49.6057885609383,-0.359118764432032,0.484602955007955,-0.741057727198829,0.458658439365811,0.99906770181161
"47","SE:ARHGAP30-204-exon2;ARHGAP30-207-int1","SE","chr1:161059717-161069527/-","Inc-NMD",0.0281,0,0.028,0.028,96.4166666666667,5.03463843048341,1.39013886247121,3.62168022663108,0.000292695784777499,0.196005822960429,3.26801708452239,5.04054876978629,2.05985251181723,2.44704353387876,0.0144033440695665,NA,185.609919930267,-0.203891158152251,0.232481372968355,-0.877021481544692,0.380474970320035,0.99906770181161
"48","SE:OBSCN-203-exon2;OBSCN-212-int23","SE","chr1:228277314-228277753/+","",0.9365,1,-0.0634,0.0634,45,-5.47335000335972,1.51498190552571,-3.61281542927764,0.000302890308136182,NA,84.635863869953,-0.800447927027428,0.349809916343518,-2.28823680984897,0.022123734158794,0.99906770181161,3.00914591978178,4.92484622567803,2.11751225978556,2.32576987590936,0.0200308304981507,NA
"49","AFE:HAGH-202-exon1;HAGH-208-exon1","AFE","chr16:1823038-1826940/-","",0.9932,1,-0.0067,0.0067,73,-5.43201322783937,1.50934240549138,-3.59892706126607,0.000319532785806942,0.199444436195226,138.261527911728,-0.370728698782183,0.268650137084715,-1.37996839609011,0.16759637577779,0.99906770181161,3.28446891451781,5.05800387358651,2.22026361530852,2.27810960766642,0.0227200479760482,NA
"50","A5SS:EPHA3-201-exon16;EPHA3-203-exon16","A5SS","chr3:89472523-89479396/+","",0.882,1,-0.118,0.118,26.0833333333333,-5.23026408155225,1.45597474951528,-3.59227664030127,0.000327801588564102,NA,49.0637581686205,-0.151386715919928,0.462418974337796,-0.327379982918565,0.743380504375679,0.99906770181161,3.51298450687964,5.14542601346673,1.97637503844279,2.60346640358344,0.00922863120838483,NA
"51","A5SS:U2AF1L4-202-exon4;U2AF1L4-201-exon4","A5SS","chr19:35743905-35744069/-","",0.1107,0,0.1106,0.1106,32.5833333333333,5.27805228587684,1.47079637558954,3.58856764503599,0.000332499726201928,NA,3.39872671069873,5.10164756738624,1.96869289293061,2.59138821789105,0.00955895901978396,NA,59.1528330540456,-0.33241631697336,0.409533063179407,-0.811695921185578,0.416966135380226,0.99906770181161
"52","SE:ABHD3-201-exon4;ABHD3-206-int3","SE","chr18:21664231-21702315/-","",0.7871,1,-0.2129,0.2129,19.6666666666667,-5.55814771908875,1.55018539428624,-3.58547289864508,0.000336467945314509,NA,32.6871565559008,-0.330573327555722,0.530803763506037,-0.622778793752773,0.533429895669288,0.99906770181161,4.10164857762749,5.37188066136333,1.85856853086099,2.89033230261074,0.00384834793256532,NA
"53","A5SS:SMIM11-204-exon1;SMIM11-201-exon1","A5SS","chr21:34375568-34379427/+","",0.0417,0,0.0417,0.0417,73.4166666666667,5.07571513298443,1.41640779338179,3.58351257081531,0.000339004440957277,0.199444436195226,3.07635637559609,4.96185355856965,2.04052345472381,2.43165720398017,0.0150299244657438,NA,139.521641850871,-0.215980878338273,0.305104740513568,-0.707890929438601,0.479012992970748,0.99906770181161
"54","A3SS:ORMDL2-201-exon2;ORMDL2-205-exon2","A3SS","chr12:55818113-55819090/+","",0.9491,1,-0.0509,0.0509,52.75,-5.22970625639263,1.45941205078456,-3.58343365301199,0.000339106927449225,0.199444436195226,99.5259545226572,-0.536353183683221,0.301139796090146,-1.78107706336715,0.0748998621907946,0.99906770181161,3.34170871181547,5.06407477030003,2.06324963567715,2.45441689785542,0.0141113276550277,NA
"55","A3SS:GPS1-224-exon2;GPS1-201-exon2","A3SS","chr17:82051965-82053273/+","Inc-NMD",0,0.0042,-0.0041,0.0041,129.583333333333,-5.37173635820965,1.50085620388875,-3.5791146042448,0.000344760265130723,0.199444436195226,4.12448360569199,-5.62823694608045,2.08741824612787,-2.69626700663403,0.00701214339489511,NA,248.701215775075,-0.255705144258808,0.280447973675706,-0.911773905539039,0.361887749590259,0.99906770181161
"56","SE:SLC35F6-201-exon2;SLC35F6-203-int1","SE","chr2:26764427-26775043/+","Exc-NMD",0.9923,1,-0.0076,0.0076,54.5833333333333,-5.39653160267233,1.51193987993502,-3.56927657924088,0.000357968352573684,0.199444436195226,103.414407667104,-0.694238949712713,0.288348894242961,-2.40763520711736,0.0160562155697614,0.99906770181161,2.67818981593429,4.76042919532356,2.36398527827283,2.01373047415998,0.0440378387122038,NA
"57","BSG/ENST00000333511.9_Intron7/clean","IR","chr19:582331-582513/+","",0.017,7e-04,0.0163,0.0163,386.416666666667,3.6742729236251,1.02980816038081,3.56791979805869,0.000359826599307795,0.199444436195226,6.21787759567272,3.42355302341318,1.40210314694551,2.44172693775876,0.0146171980540533,NA,745.044447250605,-0.42905552929585,0.136946461734213,-3.13301653699212,0.00173019693721279,0.832854313430919
"58","SE:COQ9-201-exon5;COQ9-206-int4","SE","chr16:57456647-57458245/+","Exc-NMD",1,0.9936,0.0063,0.0063,67.9166666666667,5.5850434069577,1.56804726662722,3.56178255963597,0.000368345396958766,0.199444436195226,127.413666868684,-0.161815248869265,0.267565658668663,-0.604768376010644,0.545332908778218,0.99906770181161,4.61677729765337,-5.79392672780944,3.91707213801922,-1.47914731300795,0.139100947381282,NA
"59","SE:NF2-213-exon2;NF2-202-int1","SE","chr22:29604113-29636750/+","Inc-NMD",0,0.0899,-0.0899,0.0899,35.4166666666667,-5.42838389928123,1.5276408952492,-3.55344238044616,0.000380224480503558,NA,1.96933797114512,-4.56519654178594,2.36291891389502,-1.93201574329976,0.0533575627555918,NA,62.8243130459822,0.781238743564352,0.417513482224305,1.87117009827395,0.0613215079386147,0.99906770181161
"60","SE:EXO1-201-exon4;EXO1-206-int2","SE","chr1:241852412-241857344/+","",1,0.9874,0.0125,0.0125,41.25,5.77854110807806,1.62792363199399,3.54963893545799,0.000385759846210826,NA,74.4942126906299,0.121557683964375,0.418643827247217,0.290360626510786,0.771540362244346,0.99906770181161,4.12448360569199,-5.62823694608045,2.08741824612787,-2.69626700663403,0.00701214339489511,NA
"61","A5SS:ARID1A-201-exon1;ARID1A-215-exon1","A5SS","chr1:26696101-26729650/+","",0.9806,1,-0.0194,0.0194,153,-5.03867803324481,1.42068184079594,-3.5466618130502,0.000390145066520304,0.199444436195226,297.6923720594,-0.532830055803098,0.279790113166794,-1.90439200932542,0.0568591491108032,0.99906770181161,2.62859438795564,4.72549223921314,2.15152644128939,2.19634402279583,0.0280673290042922,NA
"62","SE:SRP54-201-exon3;SRP54-208-int2","SE","chr14:34996788-35000935/+","",0.9997,0.9018,0.0979,0.0979,65.75,4.61078661297498,1.30345202999886,3.53736578474545,0.000404139531149708,0.199444436195226,115.751429648545,-0.042623721884817,0.283552637744097,-0.150320315211754,0.88051190587406,0.99906770181161,6.97297469541166,-4.70746665719625,1.52019597411948,-3.09661828957473,0.0019574174754892,NA
"63","A5SS:ACOX1-203-exon1;ACOX1-201-exon1","A5SS","chr17:75978694-75978964/-","Inc-NMD",0.0446,0,0.0446,0.0446,59.9166666666667,4.91929512196383,1.39212448279238,3.53366037503808,0.000409847355754065,0.199444436195226,2.69371838608184,4.7594412446345,2.1394024366112,2.22465916799338,0.0261041273436605,NA,114.633380119318,-0.340380016815463,0.281042532220934,-1.21113346839575,0.225844256257006,0.99906770181161
"64","SE:PPP6R3-203-exon10;PPP6R3-201-int10","SE","chr11:68564433-68569747/+","",0.9506,1,-0.0493,0.0493,87.3333333333333,-5.23458234046237,1.4823898637099,-3.53117790981251,0.000413713379348147,0.199444436195226,154.686644737184,0.00231664022011579,0.324464814890541,0.00713988116368585,0.994303247454985,0.999397733606674,4.11763877769898,5.37930016410162,1.86395492411391,2.88596043526044,0.00390221209020231,NA
