"","EventName","EventType","EventRegion","flags","AvgPSI_MOE","AvgPSI_UT","deltaPSI","abs_deltaPSI","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Inc.baseMean","Inc.log2FoldChange","Inc.lfcSE","Inc.stat","Inc.pvalue","Inc.padj","Exc.baseMean","Exc.log2FoldChange","Exc.lfcSE","Exc.stat","Exc.pvalue","Exc.padj"
"27","A3SS:CNOT3-207-exon4;CNOT3-201-exon8","A3SS","chr19:54144333-54145597/+","Inc-NMD",0.0886,0.003,0.0856,0.0856,104.083333333333,2.62932368403121,0.608017906826939,4.32441817010431,1.52934957664316e-05,0.0244724664987876,11.1164324850527,2.71856681880114,1.00165792800277,2.71406709096963,0.0066462704435082,NA,194.751708219844,0.0270293263739942,0.245150207136676,0.110256184115418,0.912206205348902,NA
"28","SE:MAP3K9-202-exon9;MAP3K9-205-int10","SE","chr14:70733343-70734385/-","",0.1815,3e-04,0.1812,0.1812,25.0833333333333,5.84308133414992,1.35268922302842,4.31960367146886,1.56309665688074e-05,0.0244724664987876,4.56927340173169,5.62023472577291,1.80335319579435,3.11654685220844,0.00182982601456618,NA,44.3402836739948,-0.226035291649658,0.448884949333638,-0.503548385806215,0.614578770595882,NA
"29","A3SS:LARS1-201-exon27;LARS1-219-exon27","A3SS","chr5:146128780-146128977/-","",0.9528,0.999,-0.0462,0.0462,167,-3.9725065404702,0.925133719923625,-4.29398091856186,1.75497564404562e-05,0.0247655865310156,318.630312579267,0.130537883179622,0.194106830537785,0.672505356034917,0.50126203151964,0.886993690330002,9.18463192011234,4.12303696368312,1.25634210350652,3.28177886594384,0.00103154467499749,NA
"30","AFE:CBFA2T3-202-exon1;CBFA2T3-210-exon1","AFE","chr16:88901657-88941770/-","",0.9789,0.8631,0.1158,0.1158,87,2.58447329289881,0.602377739321723,4.29045285738633,1.78309136037082e-05,0.0247655865310156,156.868425729005,-0.490672020400715,0.268033216550734,-1.8306388540759,0.067154465202936,NA,16.7499113004714,-3.08804489406318,0.837627598900134,-3.68665609647773,0.000227220089048181,NA
"31","SE:NSFL1C-206-exon4;NSFL1C-201-int3","SE","chr20:1455133-1458199/-","",2e-04,0.0261,-0.0259,0.0259,107.25,-5.65916863286243,1.31976880939685,-4.28799998345826,1.80289106856347e-05,0.0247655865310156,3.0240361430877,-5.09868755752705,2.11467911123785,-2.41109278964905,0.0159048014593701,NA,205.902986949592,0.642707056240716,0.217651068527723,2.95292396489592,0.00314779486586626,NA
"32","KATNB1/ENST00000379661.8_Intron9/clean","IR","chr16:57752602-57752777/+","Inc-NMD",0.1523,0.0043,0.148,0.148,69.9166666666667,2.7074308801386,0.631973808088834,4.28408716545738,1.83490970951037e-05,0.0247655865310156,13.5332658938349,2.84622333335858,0.961548261665719,2.96004209755211,0.00307597007199686,NA,124.400560262392,0.0847907934712288,0.278651935408257,0.304289268068425,0.760907520596256,NA
"33","SE:NOTCH1-204-exon10;NOTCH1-210-int9","SE","chr9:136515717-136517271/-","",1,0.9601,0.0398,0.0398,80.75,5.47625751259467,1.28496676531647,4.26178922319903,2.02796673171801e-05,0.0259855452531829,155.201842031778,-0.0579744021078558,0.245615364328003,-0.236037359741204,0.81340368020405,NA,4.24930997396127,-5.59003103440949,1.89367444775439,-2.9519493390421,0.00315774734339974,NA
"34","SE:PXK-201-exon2;PXK-210-int1","SE","chr3:58333091-58369430/+","",0.9644,1,-0.0355,0.0355,120.666666666667,-5.29535448037993,1.24348022243089,-4.25849513716271,2.05807695983411e-05,0.0259855452531829,230.883088893305,0.444225407041785,0.20420568553035,2.17538216866035,0.0296014896072112,NA,4.92882027713639,5.72844007973685,1.75446996233354,3.26505451943887,0.0010944300897673,NA
"35","A3SS:LMAN2-208-exon8;LMAN2-201-exon8","A3SS","chr5:177332247-177334283/-","",0.039,0,0.039,0.039,107.583333333333,5.45434201498372,1.28382070242844,4.24852318136517,2.15184382831957e-05,0.02632041227633,4.65539479561545,5.64512783200886,1.79869002963143,3.1384661831731,0.00169834530576816,NA,205.931744462067,0.15076650652162,0.241931715376216,0.623177933852826,0.533167600595564,NA
"36","A5SS:ACOX1-203-exon1;ACOX1-201-exon1","A5SS","chr17:75978694-75978964/-","Inc-NMD",0.0572,0,0.0571,0.0571,61.1666666666667,5.34146715657421,1.26224209213854,4.23172954684506,2.31901156917591e-05,0.027505585402762,3.50168020591966,5.2351720066312,1.94531333668108,2.69117160095298,0.00712015602192555,NA,117.077138239863,-0.0947939845334336,0.277424043368389,-0.341693471778715,0.732581585501673,NA
"37","AFE:YIF1B-205-exon1;YIF1B-202-exon1","AFE","chr19:38309644-38315868/-","",0.0859,0,0.0858,0.0858,45.75,5.83696118597388,1.38560706949707,4.21256596799301,2.52485941227878e-05,0.0287572527823398,4.32195665048248,5.54182797933112,1.86462610454946,2.97208537722911,0.00295784419585095,NA,84.7266358031886,-0.252451170103421,0.335462118591913,-0.752547474400607,0.451721891380812,NA
"38","A3SS:DDX39B-205-exon4;DDX39B-202-exon4","A3SS","chr6:31538856-31539146/-","",0.0206,0.0022,0.0184,0.0184,413.083333333333,2.7302760006648,0.649088865501961,4.20632080717235,2.59561711203709e-05,0.0287572527823398,9.65800617049323,2.63094417407489,1.0575737084189,2.48771707648464,0.0128565965604396,NA,798.165920328962,-0.0924570788079535,0.129456135106245,-0.714196192649142,0.475105870858341,0.880129615706288
"39","SE:IRAK1-203-exon10;IRAK1-207-int5","SE","chrX:154014279-154016436/-","",1,0.9652,0.0348,0.0348,94.8333333333333,5.3605313823714,1.27569086032363,4.20206144693355,2.64495311863323e-05,0.0287572527823398,182.561496023281,0.0936849069724305,0.231660085124096,0.404406770904211,0.685913621980159,NA,3.46230770023524,-5.29656633114609,1.96705369726572,-2.69263942235462,0.00708888893191539,NA
"40","SE:MYB-204-exon14;MYB-202-int14","SE","chr6:135201750-135203216/+","Inc-NMD",0.0018,0.0165,-0.0147,0.0147,507.083333333333,-2.56916812633713,0.612639360495034,-4.19360604624089,2.74554634438416e-05,0.0290441701258217,9.32714396577166,-2.4727612605803,1.07397584049716,-2.30243657942587,0.0213105641063765,NA,983.069890453786,0.114422704380429,0.118059893363295,0.969192001794606,0.332449400946042,0.817474243064646
"41","AFE:ARHGAP45-206-exon1;ARHGAP45-201-exon1","AFE","chr19:1067496-1068413/+","",0.0266,0,0.0266,0.0266,120.083333333333,5.43412109772651,1.29789304403838,4.18687897487941,2.8281652942929e-05,0.0291308467852417,3.21819981435428,5.11228598879759,2.02457927193098,2.52511030794149,0.0115661978399076,NA,233.751304770904,-0.331259206511942,0.235122681721186,-1.40887814007139,0.158871204415491,NA
"42","SE:CASC15-201-exon4;CASC15-229-int5","SE","chr6:21979063-22056545/+","",0.9972,0.8679,0.1293,0.1293,62.1666666666667,2.9308842466148,0.70126903079533,4.17940065496803,2.92278363728331e-05,0.0291466370793702,112.464970794447,-0.0349548572247525,0.285230172720502,-0.122549647855821,0.902463728965667,NA,10.0690040281076,-2.91715395001152,1.11497506063318,-2.61634008957556,0.0088877984331493,NA
"43","SE:EIF4G1-202-exon2;EIF4G1-204-int1","SE","chr3:184314675-184315762/+","",0.9602,0.9068,0.0534,0.0534,357.166666666667,1.28401090347883,0.308290233203297,4.16494188005012,3.11431890765191e-05,0.0291466370793702,653.056521942612,0.125980549866531,0.130426525300055,0.965912030368853,0.334088201947073,0.81854369256046,46.7378690290066,-1.17979769923017,0.433888048110231,-2.71912928777065,0.00654540187004304,NA
"44","SE:C19orf47-205-exon5;C19orf47-202-int4","SE","chr19:40333930-40336109/-","Inc-NMD",0.0018,0.0825,-0.0806,0.0806,70.9166666666667,-3.59306160217077,0.865690374484565,-4.15051582883786,3.31726825026669e-05,0.0291466370793702,5.65009129600296,-3.0034022188734,1.40203385955678,-2.14217523949304,0.0321793831915992,NA,133.386597234399,0.665439207787126,0.26901056962018,2.47365450631427,0.0133738960881292,NA
"45","A5SS:DHPS-204-exon2;DHPS-201-exon2","A5SS","chr19:12679923-12680160/-","Inc-NMD",0.0436,0.0018,0.0419,0.0419,197.416666666667,2.6735681950395,0.645134860486373,4.14420047464784,3.41001336757252e-05,0.0291466370793702,9.95537394173406,2.72577096486765,1.04380592404471,2.61137717470062,0.00901783746909987,NA,379.4141787032,-0.00996845925143823,0.20441459980599,-0.0487658868833209,0.961105868137725,0.99524988721792
"46","A3SS:SMARCA4-240-exon10;SMARCA4-201-exon24","A3SS","chr19:11026347-11027783/+","Inc-NMD",0,0.0037,-0.0036,0.0036,228,-5.8554373639345,1.41529627135766,-4.13725202449485,3.5148998127526e-05,0.0291466370793702,5.19787417387236,-5.88525771929899,3.87466037164778,-1.51890931199117,0.128785324759889,NA,442.875493190875,0.0494931457388047,0.163698413767736,0.302343465643034,0.762390246980994,0.966440521560815
"47","AFE:RANBP1-205-exon1;RANBP1-201-exon1","AFE","chr22:20117665-20119012/+","",0.014,3e-04,0.0138,0.0138,642.833333333333,2.77244689366304,0.67051532136839,4.13480021307346,3.55263561199988e-05,0.0291466370793702,11.3045556952027,2.76669297169788,1.17177586407132,2.36111107638372,0.0182202723271429,NA,1246.37409405842,0.0551454306625387,0.107933871243161,0.510918676661782,0.609408002688356,0.920773536449051
"48","SE:G3BP1-201-exon3;G3BP1-211-int2","SE","chr5:151786716-151790888/+","Exc-NMD",0.9994,0.9788,0.0206,0.0206,286.083333333333,3.80300446186359,0.921234103879981,4.1281629130385,3.65673008851307e-05,0.0291466370793702,553.204249690909,0.134367558150883,0.141348161156741,0.950614122258605,0.341800297002239,0.822985884332704,6.69549968943267,-3.74299323421031,1.37745516072042,-2.71732491985633,0.00658119642707155,NA
"49","SE:ARRB2-201-exon9;ARRB2-214-int6","SE","chr17:4718024-4718611/+","Exc-NMD",0.9772,1,-0.0228,0.0228,127.5,-5.25750042574115,1.27494551640847,-4.12370596082533,3.72824779468198e-05,0.0291466370793702,245.756711456141,0.164704471671386,0.197139502580551,0.835471681298817,0.403452185045864,NA,3.86737427333373,5.38151679359934,1.93928420970394,2.7750016045461,0.0055201435478735,NA
"50","SE:TPGS2-201-exon4;TPGS2-202-int3","SE","chr18:36800312-36807846/-","",1,0.9958,0.0041,0.0041,128.083333333333,5.49856640692369,1.33446127642648,4.12043908958388,3.7815103198815e-05,0.0291466370793702,247.536838337936,0.246508813048635,0.213867755443564,1.1526226220375,0.249065313808826,NA,3.42888144537771,-5.28411500955531,2.1941706984664,-2.40825156094218,0.0160291318109457,NA
"51","A3SS:TP53-201-exon2;TP53-205-exon2","A3SS","chr17:7676620-7687376/-","",0.9436,1,-0.0564,0.0564,56.5,-5.3205787809001,1.29128107370694,-4.12038779878192,3.78235228793783e-05,0.0291466370793702,108.113625055435,-0.313946331001942,0.291228175203627,-1.07800809719881,0.281030142620766,NA,3.08716918712213,5.05097604580605,2.03457134184195,2.48257504759369,0.0130436588912594,NA
"52","A5SS:NAPRT-201-exon11;NAPRT-202-exon11","A5SS","chr8:143575094-143575229/-","",0.9558,1,-0.0442,0.0442,85.25,-5.80820495066339,1.41146364864544,-4.11502269735211,3.87141317633879e-05,0.0291466370793702,162.647924882059,-0.0171092241469783,0.278038910643368,-0.0615353588725709,0.950932855442589,NA,5.04265628195709,5.76247889162991,1.82062461547377,3.1651109419557,0.00155023829426495,NA
"53","SE:SLX1A-201-exon3;SLX1A-202-int2","SE","chr16:30194792-30196973/+","",1,0.9951,0.0048,0.0048,105.166666666667,5.53013148796769,1.34390949836143,4.11495825776238,3.87249487616006e-05,0.0291466370793702,204.11493762501,0.502002177841223,0.255307677463711,1.96626354063551,0.0492681760404655,NA,2.7497769407726,-4.97120548443317,2.33798431763129,-2.12627837019442,0.0334800879528318,NA
"54","SE:ATP6AP2-217-exon2;ATP6AP2-224-int1","SE","chrX:40581103-40591233/+","",0.8476,0.9996,-0.152,0.152,51.5,-4.30741895605195,1.04706110832825,-4.11381811604982,3.89168109903213e-05,0.0291466370793702,91.8052340116957,-0.243014285556443,0.315723590240334,-0.769705822018102,0.441474415741191,NA,9.23169233483079,4.11226023721857,1.33044091217528,3.09090031701972,0.00199550613487104,NA
"55","SE:WDR54-201-exon2;WDR54-202-int1","SE","chr2:74421817-74422869/+","",0.9943,1,-0.0056,0.0056,80.6666666666667,-5.37854269372043,1.30769079457751,-4.11300799548577,3.90536854234587e-05,0.0291466370793702,158.156485222912,-0.612034757189552,0.264413189543411,-2.31469072418972,0.0206298637695121,NA,2.42872169323386,4.71153964749306,2.43063225286778,1.93840085925551,0.0525743356849936,NA
"56","A3SS:MUTYH-201-exon3;MUTYH-202-exon3","A3SS","chr1:45333562-45334390/-","",0.2082,0.0018,0.2063,0.2063,40.3333333333333,5.24422989671411,1.27578865803844,4.11057886717479,3.94668446183445e-05,0.0291466370793702,8.43014494926033,4.6084679628869,1.4464027246056,3.18615824243798,0.00144175714944972,NA,71.3016605568805,-0.745598607164932,0.401298696380527,-1.85796418949222,0.0631740998482298,NA
"57","ATG2A/ENST00000377264.8_Intron4/clean","IR","chr11:64913402-64913820/-","Inc-NMD",0.0055,0.3458,-0.3402,0.3402,27.5833333333333,-3.4009401704684,0.828531088112063,-4.10478281293943,4.04694906976064e-05,0.0293336358406484,9.16070280344142,-2.50978047981363,1.099872914208,-2.28188224966053,0.0224962930777006,NA,44.1394028729196,0.939497030453874,0.456012840495617,2.06024249105087,0.0393753646697828,NA
"58","SE:LINC01572-206-exon6;LINC01572-209-int5","SE","chr16:72427458-72523331/-","",0.9649,0.4341,0.5308,0.5308,17.9166666666667,4.69937632187865,1.14645203396883,4.099060564802,4.14830482856784e-05,NA,26.1622421935232,1.51152917235382,0.667853266979293,2.26326537143478,0.0236193355838851,NA,8.36745140830588,-3.21148519715841,1.1473010641878,-2.79916518636883,0.00512349197100147,NA
"59","A5SS:PABPC1-201-exon2;PABPC1-224-exon2","A5SS","chr8:100717889-100718230/-","",0.989,0.9978,-0.0088,0.0088,982.833333333333,-2.24778263230731,0.549821158115073,-4.08820686350682,4.34720421865264e-05,0.0294984847820269,1902.78810005883,0.0879817390595728,0.113369252509447,0.77606350145284,0.437711492695786,0.87208231818837,13.2949812061484,2.34188192969812,0.851764349753327,2.74944816647508,0.00596957035397947,NA
"60","SE:ABHD10-201-exon2;ABHD10-202-int1","SE","chr3:111979204-111986263/+","Exc-NMD",0.9644,1,-0.0356,0.0356,79.0833333333333,-5.34333766540323,1.30833256071237,-4.08408215606424,4.42513740358592e-05,0.0294984847820269,151.894976609188,-0.161163284428857,0.245328911236657,-0.656927402548942,0.511227597489704,NA,3.51418523516044,5.23511882788042,2.00322937076486,2.61333969253934,0.00896621356470901,NA
"61","A3SS:FOXRED1-201-exon9;FOXRED1-217-exon9","A3SS","chr11:126276220-126276452/+","",1,0.9135,0.0864,0.0864,33.9166666666667,5.3064669804887,1.29950372052041,4.08345655090823,4.43707284750312e-05,0.0294984847820269,63.5449925270067,0.0483639675516049,0.361927010921763,0.13362906357398,0.893695900889239,NA,3.46784534502802,-5.29871057844639,1.98465541457266,-2.66983907611353,0.00758876077102303,NA
"62","A3SS:GCDH-201-exon8;GCDH-203-exon7","A3SS","chr19:12896122-12896239/+","",1,0.995,0.005,0.005,88.0833333333333,5.48553037063521,1.34406047125026,4.08131217900674,4.47821580424599e-05,0.0294984847820269,169.479456255249,0.538978705459207,0.245964444385532,2.1912870651109,0.0284310255022515,NA,2.60865330289497,-4.89453722885192,2.38621089220404,-2.05117546183483,0.0402498626191791,NA
"63","A5SS:PPAN-201-exon11;PPAN-204-exon4","A5SS","chr19:10110792-10110944/+","",0.8692,0.9517,-0.0825,0.0825,221.083333333333,-1.53759016243905,0.376923091630883,-4.07932067994604,4.51674950751857e-05,0.0294984847820269,395.730096825183,-0.188073165861964,0.178376045024309,-1.05436335824316,0.29171659135554,0.791641160805374,39.1826019371213,1.37309398431239,0.488747477873077,2.80941395398663,0.00496317844488756,NA
"64","SE:LRP8-201-exon7;LRP8-221-int2","SE","chr1:53271154-53275630/-","",1,0.9943,0.0056,0.0056,88.5,5.484063384475,1.34444400688068,4.07905673751255,4.52188009228588e-05,0.0294984847820269,170.824551748088,0.0148434202561529,0.241104947488614,0.0615641462805482,0.950909929880651,NA,4.08412307994796,-5.53399617364233,2.09572655857076,-2.64060984053969,0.00827569616457607,NA
