"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0006399","BP","GO:0006399","tRNA metabolic process",194,0.440271315407269,1.71501649786851,6.56260725538558e-06,0.0083034879800415,0.0083034879800415,10720,"tags=65%, list=38%, signal=41%","URM1/YRDC/RPP40/METTL1/OSGEPL1/MOCS3/TRUB2/TRMT61A/CLP1/TRMO/POLR2L/TRMT10C/ANKRD16/VARS1/SARS2/GON7/TRMT1/AARSD1/DUS3L/WARS1/FTSJ1/THG1L/FARSB/GTF3C4/GATB/POP7/ELP5/RPP21/DDX1/GTF3C2/RPP25/DTD1/GTF3C5/GRSF1/GTPBP3/SSB/GARS1/ELAC2/GTF3C6/ALKBH8/DARS2/EXOSC7/FARSA/TPRKB/YARS2/MARS1/LCMT2/HSD17B10/POP5/NAT10/LAGE3/DUS4L/SARS1/QTRT1/OSGEP/ALKBH1/KARS1/LRRC47/POLR2F/TRUB1/NARS1/YARS1/RPP30/IARS1/RTCB/PUS3/PUSL1/DPH3/TRMT6/EXOSC10/ADAT3/POP4/METTL2A/RTRAF/IARS2/WARS2/PUS7/CTU1/PARS2/LSM6/QRSL1/TSEN15/TYW1/POP1/DTD2/TRMT2A/QARS1/EPRS1/METTL8/CDK5RAP1/AARS1/TRMT5/ELP3/EXOSC9/TARS1/POLR3E/TP53RK/CTU2/TRMT1L/NSUN2/WDR6/EXOSC2/PNPT1/HARS1/THUMPD2/MARS2/TSEN2/LARS2/RPUSD4/TYW3/THUMPD1/TRMT11/TSEN34/RARS1/FAM98A/PUS1/TRNT1/CARS1/GTF3C1/DICER1/NSUN3/FAM98B/DALRD3/BRF1/DUS1L/AKT1"
"GO:0005840","CC","GO:0005840","ribosome",228,0.419437135282598,1.65262889100054,7.60181465320253e-06,0.00881683802860606,0.00881683802860606,11062,"tags=73%, list=39%, signal=45%","RPS10P5/MRPL30/MRPS18B/MRPL49/MRPS35/MRPL51/PELO/ABCE1/MRPL9/HSPA14/MRPL37/MPV17L2/MRPL43/RPL39L/MRPS2/MRPL11/ETF1/MRPS34/MRPL32/MRPL3/MRPL58/ZNF598/RPL36AL/NPM1/MRPS12/GADD45GIP1/MRPS18C/RPSA2/RPLP0P6/MRPL13/SNU13/MRPL14/MRPS9/MRPS21/MRPL45/USP10/MRPL55/MRPS10/MRPL39/MRPL2/MRPL1/MRPS15/NHP2/MRPL4/RSL24D1/MRPL24/MRPL46/EIF2AK2/UBA52/MRPL10/RPL26L1/RPSA/DHX9/MRPS7/MRPL42/DAP3/RNF25/MRPS31/RPL26/RPL7L1/MTG1/MRPL35/RPS26/RSL1D1/HBS1L/MRPS30/RPL17/AURKAIP1/APEX1/RPS2/RPL5/GSPT1/MRPL47/MTG2/SF1/MRPS22/MRPL15/BTF3/MRPL40/SRP68/DHX29/MRPL50/EIF3H/FUBP3/FAU/MRPS18A/RPS25/RPL41/MRPL18/RPS16/MRPS16/RPLP0/MRPS23/MRPL12/RPL18A/MRPS28/MRPL34/MRPL22/RPL4/RPL3L/MRPL36/LARP1/RPS27A/RPS15/RPL18/RPS27L/MRPL48/RPL7A/EIF2AK4/RPL35A/MRPS26/RPL29/MRPL52/RPS10/RPL23A/MRPL21/MRPL19/RPS5/RPL6/RPS27/MRPS17/MRPS33/CHCHD1/RPLP2/RPL8/MRPL41/RPL15/PNPT1/RPL28/RPS24/RPL11/RPL19/RPL12/GCN1/RPL21/PTCD3/RPL14/MRPL20/MRPL27/MRPL23/RPL37A/RPS11/RPL36/RPL23/RPS13/RPL27/RPL10A/ZCCHC17/NSUN3/MRPS27/MRPL28/RACK1/RPL27A/EIF2A/RPS4X/EEF1A1/RPL10/RPL7/RPL3/RPS7/MRPL16/RNF10/RPL22/IMP3/RPL34/MRPL57/RPS9"
"GO:0140053","BP","GO:0140053","mitochondrial gene expression",162,0.455551525706131,1.77711397386391,8.90039509811007e-06,0.009528899921192,0.009528899921192,10056,"tags=70%, list=36%, signal=45%","MRPL30/MRPS18B/MRPL49/TACO1/MRPS35/COA3/MRPL51/MRPL9/TRUB2/MRPL37/TRMT10C/MPV17L2/MRPL43/MRPS2/MRPL11/SARS2/MRPS34/MRPL32/MRPL3/MRPL58/TUFM/MRPS12/PRKAA1/SHMT2/TBRG4/GADD45GIP1/MRPS18C/GATB/MRPL13/FASTKD2/MRPL14/MRPS9/MRPS21/TFB2M/MRPL45/MRPL55/MRPS10/MRPL39/MRPL2/MRPL1/GARS1/MRPS15/FASTKD3/ELAC2/MRPL4/MRPL24/MRPL46/SUPV3L1/DARS2/MRPL10/MRPS7/MRPL42/YARS2/DAP3/FASTKD5/HSD17B10/MRPS31/MTG1/ALKBH1/MRPL35/MRPS30/AURKAIP1/C1QBP/MRPL47/MTG2/GFM1/POLRMT/MRPS22/MRPL15/IARS2/MRPL40/WARS2/MRPL50/MRPS18A/QRSL1/MRPL18/PPARGC1B/MRPS16/MRPS23/MRPL12/MRPS28/MRPL34/METTL8/CDK5RAP1/TRMT5/RPUSD3/MRPL22/MRPL36/TEFM/UQCC2/NGRN/MRPL48/LRPPRC/TWNK/MRPS26/MRPL52/MRPL21/MRPL19/MRPS17/MRPS33/CHCHD1/MRPL41/METTL4/GFM2/PNPT1/HARS1/LARS2/RPUSD4/PTCD3/MRPL20/MRPL27/MRPL23/PUS1"
"GO:0032543","BP","GO:0032543","mitochondrial translation",129,0.490827688294594,1.84219906326726,1.12313453363821e-05,0.011165561742269,0.011165561742269,10052,"tags=76%, list=36%, signal=49%","MRPL30/MRPS18B/MRPL49/TACO1/MRPS35/COA3/MRPL51/MRPL9/TRUB2/MRPL37/TRMT10C/MPV17L2/MRPL43/MRPS2/MRPL11/SARS2/MRPS34/MRPL32/MRPL3/MRPL58/TUFM/MRPS12/SHMT2/GADD45GIP1/MRPS18C/GATB/MRPL13/FASTKD2/MRPL14/MRPS9/MRPS21/MRPL45/MRPL55/MRPS10/MRPL39/MRPL2/MRPL1/GARS1/MRPS15/FASTKD3/MRPL4/MRPL24/MRPL46/DARS2/MRPL10/MRPS7/MRPL42/YARS2/DAP3/MRPS31/MTG1/ALKBH1/MRPL35/MRPS30/AURKAIP1/C1QBP/MRPL47/MTG2/GFM1/MRPS22/MRPL15/IARS2/MRPL40/WARS2/MRPL50/MRPS18A/QRSL1/MRPL18/MRPS16/MRPS23/MRPL12/MRPS28/MRPL34/METTL8/CDK5RAP1/RPUSD3/MRPL22/MRPL36/UQCC2/NGRN/MRPL48/LRPPRC/MRPS26/MRPL52/MRPL21/MRPL19/MRPS17/MRPS33/CHCHD1/MRPL41/GFM2/HARS1/LARS2/RPUSD4/PTCD3/MRPL20/MRPL27/MRPL23"
"GO:0042273","BP","GO:0042273","ribosomal large subunit biogenesis",72,0.573468465520958,1.99342514758017,1.3944624979706e-05,0.0129387526978366,0.0129387526978366,10910,"tags=88%, list=39%, signal=54%","MRM2/EBNA1BP2/WDR74/EIF6/MRTO4/NPM1/ZNF622/RPLP0P6/RPF2/DDX28/SNU13/FASTKD2/WDR12/GTPBP4/MAK16/NOP16/NLE1/PAK1IP1/ZNHIT3/NHP2/RSL24D1/NIP7/RPF1/DDX18/NOL9/RPL26L1/RPL26/RPL7L1/RSL1D1/TRAF7/CINP/RPL5/RRP15/NIFK/NVL/URB1/NSA2/NOC2L/GTF3A/RPLP0/BOP1/BRIX1/RPL7A/RPL35A/RPL23A/RPL6/DHX30/RPL11/SDAD1/RPL14/HEATR3/TMA16/NOP53/MRPL20/RPL10A/LTO1/PPAN/FTSJ3/RPL10/LAS1L/RPL7/ZNHIT6/PES1"
"GO:0071013","CC","GO:0071013","catalytic step 2 spliceosome",90,0.546026371183657,1.91265145298067,1.74518353620892e-05,0.0151809152855974,0.0151809152855974,10450,"tags=73%, list=37%, signal=46%","RBM44/SNRPGP15/MAGOH/PLRG1/SNRPB2/PPIL1/PRPF19/HNRNPF/EFTUD2/SF3B6/SNRPE/HNRNPA1L3/SF3A2/SNRPB/SF3A3/ISY1/SNRNP40/BCAS2/LSM7/PRPF8/RBM22/HNRNPR/ALYREF/SF3A1/LSM3/HNRNPM/SNW1/RALY/DDX23/CWC15/EIF4A3/SNRPF/SNRPG/CRNKL1/DHX8/CDC5L/SNRPD2/SNRPD1/BUD31/SF3B2/MTREX/GPATCH1/SYNCRIP/HNRNPK/SART1/DHX38/HNRNPA2B1/MAGOHB/RBM8A/PABPC1/PPIE/CACTIN/SF3B1/AQR/SNRPA1/ESS2/HNRNPA1/LSM2/SF3B3/PPIL3/U2AF1/CWC22/FRG1/RBMX/SRRM1/HNRNPC"
"GO:0140104","MF","GO:0140104","molecular carrier activity",86,0.548098234232826,1.90599234473602,2.04492664393897e-05,0.0167419347237309,0.0167419347237309,9102,"tags=64%, list=32%, signal=44%","HBA1/HBM/EMC6/URM1/GET3/EMC3/HSPA8/NUTF2/NUBP1/IPCEF1/RAN/EMC4/SCO2/TMCO6/CLU/TIMM10/PARK7/KPNB1/KPNA3/XPO5/KPNA2/PEX19/VPS72/NDUFAB1/HIKESHI/IPO5/TNPO1/NUBP2/CSE1L/ASF1B/EMC10/SCO1/PWP1/PEX5/DPH3/EMC8/XPO7/KPNA6/TNPO2/TIMM9/CCS/SPTY2D1/MYD88/XPO6/ASF1A/SNUPN/COX17/OXA1L/NUP214/HBA2/PRDM12/CYGB/MTCH1/EMC2/IPO4"
"GO:0005684","CC","GO:0005684","U2-type spliceosomal complex",91,0.529156680013206,1.85564294046794,3.5553247574501e-05,0.0274905610967725,0.0274905610967725,10115,"tags=71%, list=36%, signal=46%","SNRPGP15/SNRPC/PHF5A/PLRG1/SNRPB2/PPIL1/PRPF19/SNU13/GCFC2/SF3B4/EFTUD2/CWC25/SF3B6/SNRPE/SF3A2/ZMAT2/SNRPB/SF3A3/ISY1/SNRNP40/PRPF31/BCAS2/LSM4/LSM7/PRPF8/RBM22/SF3A1/LSM3/SNW1/SF3B5/CWC15/EIF4A3/SNRPF/SNRPG/HTATSF1/LSM6/CRNKL1/DHX8/LSM5/PRPF40A/BUD13/CDC5L/CASC3/PRPF4/SNRPD2/SNRPD1/BUD31/SF3B2/U2AF2/SART1/MFAP1/SMU1/MAGOHB/DHX16/RBM8A/PPIE/SF3B1/AQR/SNRPA1/LSM2/SF3B3/RBMX2/PRPF40B/CWC22/PRPF3"
"GO:0000502","CC","GO:0000502","proteasome complex",58,0.598494855930117,1.98650459119769,4.32273548228814e-05,0.0305495623801011,0.0305495623801011,8386,"tags=76%, list=30%, signal=53%","PSMB2/PSME3/PSMA5/PSMC2/PSMC1/PSMC6/PSMB6/PSMB1/PSMD5/PSMC3/PSMD1/PSMD14/PSMD8/PSMC4/PSMF1/HSPB1/PSMD2/PSMB4/ADRM1/PSMB7/PSMD7/PSMD4/PSMB3/PSMA4/PSMB5/PSMD3/PSMD11/USP14/VCP/PSMA3/PSMD10/RAD23B/PSMB8/RAD23A/UCHL5/PSMA7/PSMB9/ECPAS/PSMD6/PSME1/PSME2/PSMD13/UBE3C/PSMA6"
"GO:0032040","CC","GO:0032040","small-subunit processome",72,0.55505965556973,1.92943455890767,4.38993567755441e-05,0.0305495623801011,0.0305495623801011,11062,"tags=78%, list=39%, signal=47%","FBLL1/UTP15/NOL6/RRP9/RCL1/FCF1/UTP20/DHX37/UTP11/C1orf131/PWP2/SNU13/WDR43/NOP56/NOC4L/RPS19BP1/UTP4/IMP4/MPHOSPH10/BMS1/WDR46/RRP7A/HEATR1/NAT10/NOP58/XRCC5/UTP6/KRR1/DNTTIP2/EXOSC10/UTP18/NGDN/DCAF13/WDR75/RPS16/NOL7/UTP23/PRKDC/NOP14/RPS27A/PDCD11/WDR36/AATF/RPS5/RPS27/RPS24/FBL/WDR3/RPS11/RPS13/NOL10/RPS4X/TBL3/RPS7/IMP3/RPS9"
"GO:0034470","BP","GO:0034470","ncRNA processing",421,0.340206619796986,1.38143809801442,4.75855527303902e-05,0.0315378915667415,0.0315378915667414,9103,"tags=53%, list=32%, signal=36%","ERI2/FBLL1/URM1/YRDC/RPP40/UTP15/PA2G4/FDXACB1/TOE1/METTL1/ANKRD34A/PLD6/NOL6/NOP10/OSGEPL1/MRM2/RRP9/RCL1/EBNA1BP2/ZMPSTE24/MOCS3/TRUB2/WDR74/TRMT61A/CLP1/TRMO/TRMT10C/FCF1/ANKRD16/NOLC1/RIOK2/GON7/TRMT1/EIF6/MRTO4/DUS3L/DDX49/UTP20/FTSJ1/DHX37/UTP11/THG1L/RRP12/PWP2/RPF2/DDX21/SNU13/WDR43/NOP56/POP7/ELP5/WDR12/NOC4L/RPP21/DDX1/RPP25/GTPBP4/TARBP2/MAK16/INTS5/DKC1/NSUN5/TFB2M/UTP4/IMP4/RRP36/ERI1/MPHOSPH10/NUP155/GRSF1/WDR18/GTPBP3/TDRKH/SSB/EXOSC1/BMS1/DDX10/RIOK3/LYAR/ZNHIT3/NHP2/ELAC2/BYSL/ABT1/BUD23/RRP1/WDR46/RPF1/ALKBH8/RRP7A/DDX18/NOL9/EXOSC7/HEATR1/TPRKB/TSR2/ZC3H10/ERI3/LCMT2/HSD17B10/POP5/LARP7/NAT10/LAGE3/DUS4L/SARS1/RPL26/RPL7L1/QTRT1/NOP58/OSGEP/ALKBH1/KARS1/UTP6/SUV39H1/RSL1D1/ZC3H7B/TRUB1/USB1/RPP30/SLX9/SBDS/TSR1/KRR1/METTL16/PWP1/RPL5/SRSF3/RTCB/DDX56/RRP15/PUS3/NPM3/NIFK/PUSL1/NVL/WBP11/RPUSD1/DPH3/TRMT6/EXOSC10/ADAT3/POP4/UTP18/METTL2A/NUDT16/RTRAF/DDX3X/MRM3/NOB1/EIF4A3/PUS7/CTU1/INTS13/URB1/METTL5/SIRT7/DDX51/LSM6/RPS25/TSEN15/NOL11/SRRT/NSA2/NGDN/DCAF13/TYW1/BMP4/POP1/WDR75/RPS16/TSNAX/DROSHA/AGO2/TRMT2A/DIS3/USP36/METTL8/INTS8/CDK5RAP1/PIN4/AARS1/TRMT5/ELP3/NAF1/BOP1/UTP23/EXOSC9/PRKDC/MTREX/NOP14/GEMIN4/RPS15/PDCD11/INTS10/BRIX1/SART1/NOL8/WDR36/RRP1B/YTHDF2/RIOK1/RPL7A/MPHOSPH6/INTS14/DDX54/SHQ1/HNRNPA2B1/RPL35A/TP53RK/INTS11/INTS9/PELP1/WDR55/XRN2/YBEY/CTU2/TRMT1L/ESF1/TDRD7/ADAR/RPS27"
"GO:0030229","MF","GO:0030229","very-low-density lipoprotein particle receptor activity",4,-0.978991973966415,-1.59418574732168,7.23483743256318e-05,0.0457702124483702,0.0457702124483702,24,"tags=50%, list=0%, signal=50%","LDLR/APOBR"
"GO:0003735","MF","GO:0003735","structural constituent of ribosome",162,0.430475158330299,1.67929065342116,7.75186562967158e-05,0.0469088981885952,0.0469088981885952,11062,"tags=73%, list=39%, signal=45%","RPS10P5/MRPL30/MRPS18B/MRPL49/MRPS35/MRPL51/MRPL9/MRPL37/MRPL43/RPL39L/MRPS2/MRPL11/MRPS34/MRPL32/MRPL3/RPL36AL/MRPS12/MRPS18C/RPSA2/RPLP0P6/MRPL13/MRPL14/MRPS9/MRPS21/MRPL55/MRPL2/MRPL1/MRPS15/MRPL4/RSL24D1/MRPL24/MRPL46/UBA52/MRPL10/RPL26L1/RPSA/MRPS7/MRPL42/DAP3/MRPS31/RPL26/RPL7L1/MRPL35/RPS26/MRPS30/RPL17/RPS2/RPL5/MRPL47/MRPS22/MRPL15/FAU/MRPS18A/RPS25/RPL41/MRPL18/RPS16/MRPS16/RPLP0/MRPS23/MRPL12/RPL18A/MRPL34/MRPL22/RPL4/RPL3L/MRPL36/RPS27A/RPS15/RPL18/RPS27L/RPL7A/RPL35A/RPL29/MRPL52/RPS10/RPL23A/MRPL21/MRPL19/RPS5/RPL6/RPS27/MRPS17/MRPS33/RPLP2/RPL8/MRPL41/RPL15/RPL28/RPS24/RPL11/RPL19/RPL12/RPL21/RPL14/MRPL20/MRPL27/MRPL23/RPL37A/RPS11/RPL36/RPL23/RPS13/RPL27/RPL10A/MRPL28/RPL27A/RPS4X/RPL10/RPL7/RPL3/RPS7/MRPL16/RPL22/IMP3/RPL34/MRPL57/RPS9"
