"","EventName","EventType","EventRegion","flags","AvgPSI_PMO","AvgPSI_UT","deltaPSI","abs_deltaPSI","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Inc.baseMean","Inc.log2FoldChange","Inc.lfcSE","Inc.stat","Inc.pvalue","Inc.padj","Exc.baseMean","Exc.log2FoldChange","Exc.lfcSE","Exc.stat","Exc.pvalue","Exc.padj"
"15","VASP/ENST00000245932.11_Intron8/anti-near","IR","chr19:45523696-45523840/+","Inc-NMD",0.0626,1e-04,0.0624,0.0624,78.8333333333333,6.00305816805437,1.34427175394997,4.46565819032883,7.98229657194533e-06,0.0208058560147755,5.10896505026461,5.84302209042873,1.80869150149419,3.23052443470968,0.00123563342242686,0.999754655603456,147.694308502914,-0.112899112772049,0.267827710782153,-0.421536339321808,0.673363481346746,0.999754655603456
"16","A3SS:UBL7-202-exon10;UBL7-207-exon2","A3SS","chr15:74448559-74449185/-","",0.9133,0.9997,-0.0864,0.0864,93.0833333333333,-5.00184554259191,1.12715673411834,-4.43757765995545,9.09769027826899e-06,0.0208536206663646,174.039198918185,-0.515844171818134,0.234225211414032,-2.20234264579783,0.0276411139370703,0.999754655603456,7.83941874592694,4.58671775260491,1.51056746610432,3.03642032251219,0.00239405372998448,0.999754655603456
"17","SE:NFATC3-201-exon10;NFATC3-202-int9","SE","chr16:68191776-68226349/+","",0.0447,0.2355,-0.1909,0.1909,43.3333333333333,-2.73601185355661,0.616705794220512,-4.43649448277813,9.14356774716598e-06,0.0208536206663646,10.31878460907,-1.93305514750114,0.928806662731309,-2.08122446259879,0.037413365451887,0.999754655603456,74.4195340314605,0.810471071276649,0.353946593934606,2.28981175455636,0.0220322314617721,0.999754655603456
"18","A5SS:GPN3-201-exon1;GPN3-208-exon1","A5SS","chr12:110465215-110468195/-","",0.9512,1,-0.0488,0.0488,81.8333333333333,-5.53908904362926,1.26825541149838,-4.36748701673989,1.25684265062369e-05,0.0269784971552407,156.234723956175,-0.0660629386212895,0.250775142725822,-0.263434955726524,0.79221535102436,0.999754655603456,3.99173294327449,5.48316017809731,1.91541511631043,2.86264848356175,0.00420116362238481,0.999754655603456
"19","SE:MAP3K9-202-exon9;MAP3K9-205-int10","SE","chr14:70733343-70734385/-","",0.2633,3e-04,0.2631,0.2631,20.75,6.36805691259183,1.45922014120919,4.36401385421865,1.27697484663853e-05,NA,4.22913043235826,5.56885473096939,1.88736972384964,2.95059026358158,0.00317167355038701,0.999754655603456,35.8020164218386,-0.828287264955682,0.550371362272858,-1.50496068969708,0.132334183577141,0.999754655603456
"20","AFE:ATAD3A-207-exon1;ATAD3A-203-exon1","AFE","chr1:1512474-1516011/+","",0,0.0546,-0.0545,0.0545,71.3333333333333,-5.87096027251566,1.36136087063132,-4.31256722531849,1.61369793903814e-05,0.0306257455022143,5.84946341235219,-5.99764769977317,1.80683234819156,-3.31942678897473,0.000902024534030323,0.999754655603456,133.565595384468,-0.0758429002659165,0.259975232679644,-0.291731252566564,0.77049211202457,0.999754655603456
"21","AFE:NDUFAF3-202-exon1;NDUFAF3-201-exon1","AFE","chr3:49020571-49022345/+","",0.9909,1,-0.0091,0.0091,470.5,-5.61532040693033,1.30516198124094,-4.30239348650908,1.68962901876235e-05,0.0306257455022143,907.529304059301,-0.167805437321851,0.171637762134635,-0.977672018295263,0.328236565402332,0.999754655603456,3.89510203767501,5.45023751776263,1.92887904819873,2.82559838205111,0.00471923932266916,0.999754655603456
"22","SE:CASC15-201-exon4;CASC15-229-int5","SE","chr6:21979063-22056545/+","",0.9976,0.8679,0.1297,0.1297,68.9166666666667,3.458524919407,0.809657087762733,4.27159222302826,1.94082232578366e-05,0.0306257455022143,124.943505958973,0.367462188592302,0.306454904239989,1.19907426348295,0.230499070408555,0.999754655603456,9.51729605677759,-3.07479399557454,1.16549708648225,-2.63818248130933,0.00833517159385152,0.999754655603456
"23","CAPNS1/ENST00000246533.8_Intron10/known-exon+anti-near","IR","chr19:36149637-36149812/+","",0.001,0.0159,-0.0149,0.0149,229.333333333333,-5.40348258623552,1.26966335324734,-4.25583881933378,2.08266707882603e-05,0.0306257455022143,3.6342232064926,-5.31588262912148,1.99094732582369,-2.67002675569139,0.0075845203019045,0.999754655603456,444.565151164388,0.0545770516208104,0.160092329136061,0.340909848181581,0.733171450687719,0.999754655603456
"24","A5SS:EPHA3-201-exon16;EPHA3-203-exon16","A5SS","chr3:89472523-89479396/+","",0.6756,1,-0.3243,0.3243,24.0833333333333,-7.51085917063408,1.76681649349287,-4.25106919609159,2.12752419008709e-05,0.0306257455022143,36.7930217426608,-0.772257341911048,0.580386386322903,-1.33059175768019,0.183323376033352,0.999754655603456,10.279738990282,6.84466450171403,1.65399099515582,4.1382719263651,3.4993148870586e-05,0.51820770943303
"25","AFE:ZNF521-207-exon1;ZNF521-201-exon1","AFE","chr18:25350948-25352004/-","",0,0.0513,-0.0512,0.0512,75,-5.39072554409385,1.27272600923337,-4.23557427520553,2.2796833133996e-05,0.0306257455022143,4.26765311438199,-5.5478357095136,1.88260766792457,-2.94688893710374,0.00320988468543281,0.999754655603456,142.45761559205,-0.195406605213162,0.262821700802215,-0.743494942071828,0.45718208261272,0.999754655603456
"26","TRADD/ENST00000345057.9_Intron3/clean","IR","chr16:67155295-67155376/-","Inc-NMD",0.318,0.0244,0.2935,0.2935,26.8333333333333,4.30576501901605,1.01938828469054,4.22387139785816,2.40141113701039e-05,0.0306257455022143,8.59233666589756,3.59714820881304,1.20277014057945,2.99071957928724,0.00278320948941145,0.999754655603456,45.3385719218312,-0.715643547534022,0.537073624947245,-1.33248685895592,0.182700256817635,0.999754655603456
"27","SE:PRCC-202-exon2;PRCC-201-int3","SE","chr1:156787175-156791696/+","",0.0671,2e-04,0.0669,0.0669,62.9166666666667,5.67397350394352,1.34445956105762,4.22026341906491,2.4401701903185e-05,0.0306257455022143,3.74715179314395,5.39385479569495,1.95759908286788,2.75534190984242,0.00586308307172751,0.999754655603456,120.520343481927,-0.222239961591188,0.351039264615384,-0.63309146295838,0.52667391687623,0.999754655603456
"28","A3SS:ALG13-201-exon2;ALG13-231-exon2","A3SS","chrX:111681300-111682235/+","Exc-NMD",0.8456,1,-0.1544,0.1544,32.6666666666667,-6.18406113064968,1.46645105181154,-4.21702526177766,2.47546252685083e-05,0.0306257455022143,57.4186667285315,0.0773271466639833,0.437910848370179,0.176581938885004,0.859836781817944,0.999754655603456,6.62309902373856,6.2187318938823,1.72285275031211,3.60955507820139,0.000306722644648236,0.999754655603456
"29","AFE:PRKAR1A-225-exon1;PRKAR1A-216-exon1","AFE","chr17:68512549-68515393/+","",0,0.0235,-0.0235,0.0235,174.083333333333,-5.44564771769864,1.29552874472058,-4.20341712979371,2.62915435148184e-05,0.0306257455022143,3.98984818879333,-5.44972526981329,1.91280764655091,-2.84907124855967,0.00438470600250226,0.999754655603456,336.088469137279,-0.0130549109422801,0.223686952657457,-0.0583624158100619,0.953459951557589,0.999754655603456
"30","A3SS:AP2S1-202-exon3;AP2S1-201-exon3","A3SS","chr19:46839579-46845992/-","",0.0282,0.0011,0.027,0.027,264.166666666667,2.96147559364664,0.704690116209141,4.20252182559025,2.63957789166395e-05,0.0306257455022143,8.33762688410099,2.95129358611352,1.18275973968905,2.49526043800698,0.0125864712221706,0.999754655603456,508.534539938038,-0.0222743366005347,0.157325250126928,-0.141581447241076,0.887410622249528,0.999754655603456
"31","A3SS:MCOLN1-201-exon12;MCOLN1-208-exon4","A3SS","chr19:7529713-7530434/+","",0.8564,1,-0.1436,0.1436,28.75,-5.9067332422692,1.40565058328934,-4.20213480682159,2.64409589649985e-05,0.0306257455022143,51.6429817356947,-0.457566510917661,0.45966870993606,-0.995426708468603,0.319528773992433,0.999754655603456,3.72852488751561,5.38725929334932,1.95714755836915,2.75260762547634,0.00591227094972105,0.999754655603456
"32","AFE:BAG6-239-exon1;BAG6-240-exon1","AFE","chr6:31651777-31652399/-","",0,0.0434,-0.0433,0.0433,81,-5.46724349908222,1.30183652852792,-4.1996390324555,2.67340833726426e-05,0.0306257455022143,4.84301470220439,-5.72479428900546,1.86714914177298,-3.06606160211144,0.00216898622502849,0.999754655603456,154.474088133835,-0.1987355792241,0.25792369202717,-0.770520837624971,0.44099099922795,0.999754655603456
"33","SE:KMT2B-201-exon29;KMT2B-222-int7","SE","chr19:35733509-35733762/+","",1,0.8844,0.1156,0.1156,43.4166666666667,5.87876679449414,1.40145909839051,4.19474731816687,2.7317594376147e-05,0.0306257455022143,78.9576371297927,-0.122968946223247,0.391792874578661,-0.313862130227585,0.753625753710588,0.999754655603456,5.85194806053127,-6.00061479626952,1.75110093813208,-3.42676693593143,0.000610813080719,0.999754655603456
"34","SE:CUEDC2-201-exon2;CUEDC2-204-int1","SE","chr10:102424793-102432525/-","",0.9774,1,-0.0225,0.0225,153.333333333333,-5.3425354421275,1.27508988977186,-4.18992847875486,2.79042393538269e-05,0.0306257455022143,295.360010771552,0.0130216182080197,0.187515137027977,0.0694430242507671,0.944636983156165,0.999754655603456,3.54332083172787,5.31446012391867,1.99126106854412,2.66889169274235,0.00761019859713255,0.999754655603456
"35","AFE:BAG6-239-exon1;BAG6-234-exon1","AFE","chr6:31651777-31652423/-","",0,0.0344,-0.0344,0.0344,103.916666666667,-5.50210326805475,1.31530053830477,-4.18315290522588,2.87493887002009e-05,0.0306257455022143,4.84301470220439,-5.72479428900546,1.86714914177298,-3.06606160211144,0.00216898622502849,0.999754655603456,199.549365987051,-0.206482807006317,0.245437506220014,-0.84128465199293,0.40018848674291,0.999754655603456
"36","SE:NOTCH1-204-exon10;NOTCH1-210-int9","SE","chr9:136515717-136517271/-","",1,0.9601,0.0398,0.0398,83,5.55552945372998,1.32956244976905,4.17846446753592,2.93483835943816e-05,0.0306257455022143,158.71613693198,0.125036235473265,0.264044362995387,0.473542529197828,0.635826166405526,0.999754655603456,4.07800289574582,-5.47521516400701,1.96033741094668,-2.7929963145288,0.00522222869269174,0.999754655603456
"37","SE:DNAJB14-204-exon3;DNAJB14-205-int2","SE","chr4:99923186-99930449/-","Inc-NMD",0.1435,3e-04,0.1433,0.1433,25.0833333333333,5.83772901196765,1.39716650458202,4.17826292916612,2.93743962231098e-05,0.0306257455022143,3.19241372014517,5.165028674538,2.07024087155782,2.49489262119118,0.012599525165561,0.999754655603456,46.1372391151937,-0.639845157020454,0.481275162758911,-1.32947886475699,0.183690034154385,0.999754655603456
"38","SE:RBM39-245-exon4;RBM39-201-int3","SE","chr20:35732136-35738967/-","",0.0557,0.0067,0.049,0.049,161,2.89311077152437,0.694086766378921,4.16822638273,3.06978971211254e-05,0.0307814530175272,10.063996973298,2.75314794344484,1.05230953796283,2.6162909715469,0.00888907718095228,0.999754655603456,303.573899473042,-0.140230928216667,0.191548069399838,-0.73209262122057,0.464112037233504,0.999754655603456
"39","KAT2A/ENST00000225916.10_Intron15/clean","IR","chr17:42114283-42114357/-","Inc-NMD",0.0812,4e-04,0.0808,0.0808,86.8333333333333,4.35740536342544,1.04708227595924,4.16147370982244,3.16200405002452e-05,0.0307814530175272,7.3596775994161,3.90113919759782,1.45289270061645,2.68508417444909,0.00725115416973281,0.999754655603456,163.59583879811,-0.465572912372716,0.265581083337284,-1.75303491695395,0.0795960137578451,0.999754655603456
"40","A5SS:GUK1-222-exon2;GUK1-201-exon3","A5SS","chr1:228145625-228146025/+","",0,0.0066,-0.0066,0.0066,567.833333333333,-5.32305982495758,1.28048084275489,-4.15707884665053,3.22342764525982e-05,0.0307814530175272,3.73035464699813,-5.35096360452146,1.9515438648662,-2.74191305706998,0.00610825071664158,0.999754655603456,1098.16207634253,-0.0415001396023097,0.138352090041071,-0.299960337353703,0.764207409502132,0.999754655603456
"41","SE:RUBCN-204-exon7;RUBCN-202-int11","SE","chr3:197684218-197693714/-","",0.2815,0.0064,0.275,0.275,39.4166666666667,3.02350908817494,0.728884494560501,4.14813198900333,3.35199138129155e-05,0.0307814530175272,12.4035574395007,2.65647503824749,1.0034433801041,2.64735917433817,0.00811231399377887,0.999754655603456,65.8738126835557,-0.456945756633399,0.412740106696562,-1.10710286986803,0.268249454898245,0.999754655603456
"42","SE:MIF4GD-201-exon3;MIF4GD-214-int1","SE","chr17:75268193-75270113/-","",0.098,2e-04,0.0978,0.0978,35.5,5.41163469230568,1.30507017781135,4.14662351827025,3.37414189992351e-05,0.0307814530175272,3.19872328682751,5.16247027439873,2.06654430984844,2.49811738843256,0.0124854841295674,0.999754655603456,66.3007267485834,-0.284837659835614,0.364876173325561,-0.780641983935374,0.435013091589952,0.999754655603456
"43","AFE:ATF7IP-220-exon1;ATF7IP-209-exon1","AFE","chr12:14365828-14423908/+","",0,0.1805,-0.1804,0.1804,32.25,-6.22973504091404,1.50608702430394,-4.13637123246129,3.52841204908969e-05,0.0314037278252029,5.98601460727953,-6.03631249481615,1.72092574924794,-3.50759612810377,0.000452174954228867,0.999754655603456,55.984568956734,0.0879590912655036,0.510089716451586,0.172438471956241,0.863092828898602,0.999754655603456
"44","AFE:CCNE2-202-exon1;CCNE2-205-exon1","AFE","chr8:94894248-94896451/-","",1,0.5948,0.4051,0.4051,10.1666666666667,6.33650299962611,1.53195367567216,4.13622363407685,3.53068117702069e-05,NA,15.1677700018356,0.578521186709398,0.75817843424183,0.76304094205464,0.445438979185454,0.999754655603456,4.78873007133147,-5.713133584785,1.85946389485854,-3.07246276767295,0.00212300315824893,0.999754655603456
"45","A3SS:CNN2-205-exon5;CNN2-201-exon5","A3SS","chr19:1032697-1036129/+","",0,0.0022,-0.0021,0.0021,414.166666666667,-5.39006804258392,1.30622121825497,-4.12645880135426,3.68391963462229e-05,0.03200712175881,4.0942244061802,-5.48457203805116,2.14387630402365,-2.55825022542469,0.010520036381075,0.999754655603456,811.878148643391,-0.071056327368614,0.15071098108413,-0.471474121245012,0.637302195823173,0.999754655603456
"46","SE:PXK-201-exon2;PXK-210-int1","SE","chr3:58333091-58369430/+","",0.965,1,-0.0349,0.0349,114,-5.28826677655615,1.28440185067104,-4.11729925006981,3.83338188385688e-05,0.0325311484474003,217.343975232706,0.398488661796127,0.223564267771498,1.78243449084367,0.0746784051518047,0.999754655603456,4.61641726083319,5.69357977101023,1.8388309488175,3.09630408095513,0.00195949303322455,0.999754655603456
"47","SE:GNB5-202-exon4;GNB5-212-int3","SE","chr15:52141273-52149883/-","Exc-NMD",1,0.9514,0.0485,0.0485,62.3333333333333,5.25353922545515,1.28376580393698,4.09228786850678,4.27137933250017e-05,0.0345648098898165,118.429563411317,-0.0337488371848079,0.273248301448743,-0.123509778490384,0.901703431463245,0.999754655603456,3.70314896581583,-5.33687507240275,1.9998484471904,-2.66863975612781,0.00761590866519734,0.999754655603456
"48","AHCYL1/ENST00000359172.3_Intron13/known-exon","IR","chr1:110018651-110019050/+","Inc-NMD",0.0568,0.0013,0.0555,0.0555,115.583333333333,3.799400922361,0.928923799145125,4.09011043301671,4.3116784584202e-05,0.0345648098898165,6.505169941175,3.64123365370583,1.46587019685839,2.48400824405164,0.012991280040183,0.999754655603456,220.31407269873,-0.196596759243392,0.22121367993097,-0.888718813885017,0.374154217287023,0.999754655603456
"49","SE:MAEA-202-exon5;MAEA-205-int4","SE","chr4:1322504-1332756/+","",1,0.9528,0.0471,0.0471,63.5,5.37736456308047,1.31550700559775,4.08767459253253,4.35718740218563e-05,0.0345648098898165,121.591866402053,0.0249969909946058,0.290640391698171,0.0860065968413816,0.931461173139412,0.999754655603456,3.8942395373036,-5.40893701242048,1.99020632642713,-2.71777701668286,0.00657221136486099,0.999754655603456
"50","A3SS:MIB2-211-exon2;MIB2-201-exon17","A3SS","chr1:1628723-1629132/+","",0.1691,0,0.1691,0.1691,25.8333333333333,5.91109708137448,1.45905548815807,4.05131753339739,5.09300350124796e-05,0.0388045828803581,4.6109817885153,5.6956158836405,1.85343199391219,3.0730104489123,0.00211911067602265,0.999754655603456,46.0629786238649,-0.223497225627461,0.508257248630731,-0.43973249024893,0.660130867946377,0.999754655603456
"51","TLN1/ENST00000314888.10_Intron45/clean","IR","chr9:35704175-35704331/-","Inc-NMD",0.0679,0.0097,0.0582,0.0582,114.416666666667,2.82566533687707,0.697557709820933,4.05079794416212,5.104327034768e-05,0.0388045828803581,7.69283990556115,2.35250102692623,1.13097680187066,2.08006125592951,0.0375199147020879,0.999754655603456,215.95044341454,-0.495103303511402,0.228186682054564,-2.16972918425192,0.0300273678181028,0.999754655603456
"52","A5SS:MBD1-221-exon2;MBD1-203-exon2","A5SS","chr18:50277205-50279882/-","",0.0618,3e-04,0.0614,0.0614,132.5,3.14561075793957,0.777552788702901,4.04552694510558,5.22055601994026e-05,0.0388782264742123,9.72351837725195,3.26279505333493,1.24547281945864,2.61972401353017,0.00880009537429154,0.999754655603456,251.550710238935,0.0356125834071238,0.234965337621455,0.151565263913514,0.879529832203938,0.999754655603456
"53","A5SS:ENST00000650773-exon1;FKBP2-201-exon1","A5SS","chr11:64241133-64242383/+","Inc-NMD",0.1391,3e-04,0.1389,0.1389,42.5833333333333,5.36065046141074,1.32816261542236,4.03614015269211,5.43377637050898e-05,0.0396567867072487,5.49400508967715,4.94262678161994,1.7117505541729,2.88746907052013,0.00388354785698699,0.999754655603456,77.2861334939665,-0.409503519999329,0.365453835875424,-1.12053419556642,0.26248618899436,0.999754655603456
"54","A3SS:RTEL1-211-exon8;RTEL1-205-exon31","A3SS","chr20:63693284-63694371/+","Inc-NMD",3e-04,0.0927,-0.0924,0.0924,73.5,-5.4288624081671,1.34833030157846,-4.02635941787533,5.66470809482034e-05,0.0405315417819782,6.29756322194999,-5.10262205918629,1.6598277201405,-3.0741877589286,0.00211076543968747,0.999754655603456,135.967803870224,0.314521177581945,0.319627639740607,0.984023715336991,0.325103852589533,0.999754655603456
"55","SE:NEU3-201-exon2;NEU3-206-int1","SE","chr11:74989155-75005412/+","",0.9274,0.9998,-0.0724,0.0724,77.3333333333333,-5.03669441086332,1.25418975095485,-4.0158950485991,5.92206073750436e-05,0.0405461098464348,145.169177637573,0.0541791225386641,0.249610835055914,0.217054369961655,0.828165973688989,0.999754655603456,6.04961725704038,5.08412839846538,1.67028348885509,3.04387155377459,0.00233554835556873,0.999754655603456
"56","SE:VARS2-201-exon18;VARS2-207-int7","SE","chr6:30921692-30922115/+","",0.9211,0.9981,-0.077,0.077,81,-3.04128700571339,0.758420859094503,-4.01002552770563,6.07121836764795e-05,0.0405461098464348,151.551344578018,-0.311111639318121,0.249885634968153,-1.24501610249733,0.213125831276768,0.999754655603456,7.49596810977969,2.81058415624874,1.2915935763962,2.17605925549028,0.0295508300485977,0.999754655603456
"57","AFE:CAPG-201-exon1;CAPG-202-exon1","AFE","chr2:85402159-85418266/-","",0.9341,1,-0.0659,0.0659,53.9166666666667,-5.77140360437236,1.43956302394092,-4.0091357643882,6.09413736955257e-05,0.0405461098464348,100.151571148617,-0.223560828914796,0.343648380757577,-0.650551090687387,0.515336311259295,0.999754655603456,4.40308214969565,5.61926502227919,1.93033637217205,2.91102892909606,0.00360240661988831,0.999754655603456
"58","A3SS:NICN1-201-exon2;NICN1-207-exon2","A3SS","chr3:49426423-49429107/-","",1,0.9401,0.0599,0.0599,60.0833333333333,5.38542116573636,1.34350852478281,4.00847561916807,6.11119465499414e-05,0.0405461098464348,112.349283812146,-0.117090935411661,0.313381802273321,-0.373636677567953,0.708674642346813,0.999754655603456,4.15373307909879,-5.50361683122987,1.91351847966426,-2.87617647267014,0.00402524598704231,0.999754655603456
"59","SE:ATAD3A-203-exon7;ATAD3A-208-int5","SE","chr1:1520307-1522743/+","",1,0.9711,0.0289,0.0289,95.8333333333333,5.23213398176235,1.30704306427565,4.00303105901253,6.25360886208974e-05,0.0407500787475923,184.06427136663,0.0151813013457549,0.243710117415516,0.0622924542762062,0.95032993742391,0.999754655603456,3.53677942733129,-5.27063548501787,2.04451737037012,-2.57793627063375,0.00993923268675409,0.999754655603456
"60","RPL12/ENST00000361436.10_Intron6/known-exon+anti-near","IR","chr9:127447727-127447876/-","",0.011,8e-04,0.0102,0.0102,556,3.55534992163392,0.890098372811814,3.99433369415405,6.48764395448743e-05,0.0415334413233686,7.31713911164141,3.41580664996396,1.35290267281287,2.5247985081307,0.0115764642010047,0.999754655603456,1082.08035231603,-0.133133247130944,0.116854819869068,-1.13930471400423,0.254576082909833,0.999754655603456
"61","SE:DTNB-207-exon6;DTNB-205-int5","SE","chr2:25580827-25607235/-","Exc-NMD",1,0.8356,0.1644,0.1644,20.25,5.69543595484186,1.43177662089397,3.97788025850413,6.95323699370684e-05,NA,36.5668582467875,0.501552305842749,0.537363642928645,0.933357350172178,0.350635493416288,0.999754655603456,3.5065663089541,-5.2589353600317,2.02462843627587,-2.59748172346382,0.00939101177209178,0.999754655603456
"62","AFE:USP39-201-exon1;USP39-207-exon1","AFE","chr2:85612360-85619219/+","",0.9801,1,-0.0199,0.0199,161.416666666667,-5.15679077474231,1.29833285643629,-3.97185571417859,7.13149118721676e-05,0.044868145674608,311.579094005727,-0.0183423451325345,0.211997678684909,-0.0865214432833325,0.931051910712431,0.999754655603456,3.10209238122802,5.12121838009783,2.07198986749313,2.47164257916662,0.0134493907857475,0.999754655603456
