"","EventName","EventType","EventRegion","flags","AvgPSI_Gapmer","AvgPSI_UT","deltaPSI","abs_deltaPSI","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Inc.baseMean","Inc.log2FoldChange","Inc.lfcSE","Inc.stat","Inc.pvalue","Inc.padj","Exc.baseMean","Exc.log2FoldChange","Exc.lfcSE","Exc.stat","Exc.pvalue","Exc.padj"
"12","SE:ARID1B-202-exon8;ARID1B-205-int5","SE","chr6:157084906-157133027/+","",0.9997,0.9269,0.0729,0.0729,112.083333333333,4.47684229317194,1.1581362036219,3.86555767721559,0.00011083565137231,0.490002056819163,193.886724804096,0.17202732984527,0.2291011148162,0.750879496956099,0.452725180574407,0.73201786843461,10.2008978954482,-4.62520643852178,1.29183538622201,-3.58033731530476,0.000343150937835881,NA
"13","SE:DLAT-201-exon10;DLAT-218-int9","SE","chr11:112045231-112051233/+","",0.9073,1,-0.0927,0.0927,70,-5.55474623253635,1.47364886936131,-3.76938248182813,0.000163651940174511,0.490002056819163,115.145800114262,0.173699571352426,0.324946441874097,0.53454831002497,0.592962234971826,0.818099153808884,6.13123548014006,5.73743055493628,1.60796641363937,3.56812835533707,0.000359540373865069,NA
"14","SE:MTCH1-203-exon3;MTCH1-201-int6","SE","chr6:36975718-36977198/-","",0,0.0026,-0.0026,0.0026,209.833333333333,-5.72339283782938,1.52188644496405,-3.76072265888706,0.000169423191609811,0.490002056819163,3.67095677968764,-5.70058011264082,2.10139112051371,-2.71276491891107,0.00667244230520047,NA,386.536105944458,-0.172351822127492,0.178725260062194,-0.964339467557724,0.334875759708535,0.641085044350245
"15","A3SS:MCOLN1-201-exon12;MCOLN1-208-exon4","A3SS","chr19:7529713-7530434/+","",0.8565,1,-0.1435,0.1435,32,-5.73568504541128,1.52963642543557,-3.74970479915056,0.000177042858755135,0.490002056819163,58.4050822008802,-0.94733764498718,0.419402957659643,-2.25877673889933,0.0238972761695208,NA,3.46577482475532,4.90487042581106,1.88096948483871,2.6076289197385,0.00911717313091857,NA
"16","AFE:NDUFB2-202-exon1;NDUFB2-201-exon1","AFE","chr7:140696843-140702865/+","",0.0094,0,0.0093,0.0093,402,5.10773251888985,1.3632668181572,3.74668586578983,0.000179186247996084,0.490002056819163,3.57272971939773,4.94370697151081,1.88161493677249,2.62737442974953,0.00860465935318452,NA,775.028532095755,-0.357322356344032,0.173164207680281,-2.06348852993783,0.0390662364594374,0.227920729924715
"17","A5SS:ORAI1-202-exon2;ORAI1-204-exon1","A5SS","chr12:121626934-121641040/+","",0.9831,1,-0.0168,0.0168,199.083333333333,-5.31492931413151,1.4200734498472,-3.74271437488208,0.00018204311210239,0.490002056819163,392.370069184857,-0.944521737065813,0.173872865916941,-5.43225495297819,5.56463402506031e-08,7.32255250115891e-05,2.561342416729,4.46946127328596,2.08275058066528,2.14594167673131,0.031877632171205,NA
"18","AFE:ATAD3A-207-exon1;ATAD3A-203-exon1","AFE","chr1:1512474-1516011/+","",0.0012,0.0546,-0.0534,0.0534,109.916666666667,-4.1275858844628,1.10820747634057,-3.72456058326962,0.000195655723015074,0.490002056819163,7.96708149953398,-4.01742031692593,1.29715229841432,-3.09710765793419,0.0019541888900681,NA,194.499645992627,0.262803272688121,0.230890600704874,1.13821555267223,0.255030485969257,0.564506546068068
"19","SE:MBNL3-202-exon8;MBNL3-212-int6","SE","chrX:132379678-132384662/-","",1,0.9905,0.0094,0.0094,36.25,6.08652146426514,1.64133027774976,3.70828561854698,0.000208667215510619,0.490002056819163,61.4552413699648,0.593498092715756,0.402037313961652,1.4762263902011,0.139883127251745,NA,3.04793968138244,-5.42719548791477,2.20573536390923,-2.46049257617928,0.0138746442449172,NA
"20","A3SS:FANCG-201-exon12;FANCG-217-exon12","A3SS","chr9:35075077-35075278/-","",1,0.9922,0.0077,0.0077,56.4166666666667,5.93889069336384,1.60317792136333,3.70444890378322,0.000211850804175531,0.490002056819163,98.5941422779281,-0.0882067633281176,0.295288669579437,-0.298713673822113,0.76515852295499,0.903529969379008,4.48915244647636,-5.98133576804161,3.90151637443225,-1.53307975515341,0.12525620516477,NA
"21","DLG4/ENST00000399510.8_Intron14/clean","IR","chr17:7194001-7194318/-","Inc-NMD",0.177,0,0.1769,0.1769,25.75,5.76647323777282,1.56253668915039,3.6904562163646,0.000223852217802436,0.490002056819163,3.0865831073113,4.74461365284727,1.93948704121237,2.44632397743758,0.014432124999798,NA,47.7092853156664,-1.07925036204331,0.464638149527092,-2.3227760422638,0.0201911867474228,NA
"22","CAPS/ENST00000588776.8_Intron2/anti-near","IR","chr19:5914490-5914562/+","Inc-NMD",0.3108,4e-04,0.3104,0.3104,21.1666666666667,5.64367027062783,1.53091033446716,3.68647996134414,0.000227377336946715,0.490002056819163,5.5009707984409,4.54992737983728,1.64773686206345,2.76131916727251,0.00575683869059581,NA,36.8673882718855,-1.22160661765597,0.47438780317119,-2.57512231446459,0.0100204643872804,NA
"23","A3SS:CYBC1-201-exon5;CYBC1-226-exon4","A3SS","chr17:82445957-82446622/-","",1,0.9957,0.0043,0.0043,102.833333333333,5.75271830444892,1.56145501764883,3.6842036686469,0.000229418750743803,0.490002056819163,186.92621123696,-0.186294257799223,0.260940391501628,-0.713934154567481,0.475267896394419,0.746585081691823,4.06391957517658,-5.84207483887761,2.0399627418141,-2.86381448010289,0.00418573085198927,NA
"24","SE:MIF4GD-201-exon3;MIF4GD-214-int1","SE","chr17:75268193-75270113/-","",0.1015,2e-04,0.1013,0.1013,45.75,5.48167666369989,1.49090111356318,3.67675402065999,0.000236220619934031,0.490002056819163,3.79633868107374,5.04540653867993,1.83026180784988,2.75665837370396,0.00583953261389707,NA,81.0137371643539,-0.452363979659602,0.324644677920981,-1.39341258435695,0.163495062420423,NA
"25","A5SS:EPHA3-201-exon16;EPHA3-203-exon16","A5SS","chr3:89472523-89479396/+","",0.7906,1,-0.2094,0.2094,27,-5.9969714276252,1.63459004865355,-3.66879232659286,0.000243698933592166,0.490002056819163,45.1917102148383,-0.94606231938188,0.467331872302219,-2.02439074981402,0.0429299627718942,NA,3.85427006837486,5.07541849670621,1.82140823400445,2.78653538616528,0.00532748011549775,NA
"26","SE:FARSA-201-exon5;FARSA-202-int4","SE","chr19:12928664-12930222/-","",0.9965,1,-0.0035,0.0035,973.75,-5.00694800211672,1.36790207450034,-3.66031172512524,0.000251908595742202,0.490002056819163,1885.56190008252,-0.455749027510239,0.142349904538857,-3.20161105120961,0.00136661386997283,0.0434111927627931,2.85627701899224,4.62847923130841,1.99137811947723,2.3242593589024,0.0201115976091481,NA
"27","PLD3/ENST00000356508.9_Intron4/clean","IR","chr19:40366685-40366772/+","Inc-NMD",0.0471,0,0.0471,0.0471,81.5833333333333,5.24380052695836,1.43857135029646,3.64514455670045,0.000267241542710353,0.490002056819163,3.28630735087863,4.84478335297234,1.90807236509603,2.53909832855239,0.0111138582523523,NA,149.594193172477,-0.303126064606101,0.237620254490557,-1.27567435383816,0.202070658060881,0.508425651908786
"28","A3SS:MGAT4B-201-exon3;MGAT4B-222-exon3","A3SS","chr5:179801693-179801783/-","Exc-NMD",0.941,1,-0.0589,0.0589,51.9166666666667,-5.71600255617115,1.57432531255444,-3.63076329306843,0.000282584264312769,0.490002056819163,96.0261321562828,-0.655436729463183,0.349087317132454,-1.87757245048949,0.060439677458434,0.282256644039004,5.20977860462544,5.48205749936547,1.84932291200534,2.96435926023375,0.0030331395091592,NA
"29","SE:PPIL2-204-exon12;PPIL2-201-int10","SE","chr22:21684914-21686482/+","Inc-NMD",0.0558,0,0.0557,0.0557,70.6666666666667,5.49575405044289,1.51903030240563,3.61793575924027,0.000296962078340545,0.490002056819163,3.21032994720365,4.8122355848981,1.95035419566985,2.4673649512392,0.0136111553585144,NA,128.086942722584,-0.55722946763209,0.265873989247601,-2.09584047393654,0.0360963446316194,0.219581672007855
"30","GOLGA2/ENST00000421699.8_Intron12/clean","IR","chr9:128262705-128263033/-","Inc-NMD",0.1033,1e-04,0.1032,0.1032,44.5,5.39381986391955,1.49492955948844,3.60807626666056,0.000308475819763154,0.490002056819163,3.3126330787583,4.83833636047142,1.91629261128147,2.52484215196964,0.0115750266917613,NA,81.5957808331707,-0.731202158485593,0.341437501382421,-2.14154026879029,0.032230494728796,NA
"31","SE:POLD1-201-exon22;POLD1-211-int21","SE","chr19:50415591-50416395/+","Exc-NMD",0.9344,0.9997,-0.0654,0.0654,133.416666666667,-4.48906126611834,1.24474103006974,-3.60642186420643,0.000310448281302168,0.490002056819163,244.433184295273,-0.208623663991755,0.230302604775999,-0.905867583194166,0.36500594419725,0.666766915983745,9.86215569123296,4.49064844438543,1.38809538243382,3.2351151809984,0.00121593668771126,NA
"32","MEN1/ENST00000312049.11_Intron6/clean","IR","chr11:64806369-64807010/-","Inc-NMD",0.0653,0.0031,0.0622,0.0622,96.8333333333333,5.23586895616384,1.45350988651627,3.60222452199001,0.000315505675691594,0.490002056819163,4.70031133234849,4.341101609507,1.69327930427622,2.56372448334067,0.0103555711019939,NA,182.670714563505,-0.841047138788486,0.248314012516395,-3.38703051940314,0.000706535276562607,0.0322621392058162
"33","A5SS:G6PD-202-exon4;G6PD-215-exon2","A5SS","chrX:154535386-154535953/-","",0.9547,1,-0.0452,0.0452,90.1666666666667,-5.14075422701253,1.43280248803625,-3.58790152162444,0.000333350141987511,0.490002056819163,166.92344002067,-0.354944659900768,0.29296258433414,-1.21156993719012,0.225677048171245,0.53300016990096,3.48886825043263,4.91790134430915,1.87253787083096,2.62632944354112,0.008631123538832,NA
"34","A3SS:DNMT1-201-exon32;DNMT1-220-exon5","A3SS","chr19:10140046-10140780/-","",0.9844,1,-0.0155,0.0155,208.416666666667,-4.99768806234432,1.39385824012478,-3.58550670253017,0.000336424362142567,0.490002056819163,396.101637416557,-0.272199264910257,0.195270342411804,-1.39396111845913,0.163329346236349,0.459378662541757,2.82609082045619,4.62171350730909,1.99389878011569,2.31792784739099,0.0204532427131257,NA
"35","AFE:YIF1B-205-exon1;YIF1B-203-exon1","AFE","chr19:38309644-38315859/-","",0.3067,0,0.3066,0.3066,16.9166666666667,5.89314466562896,1.64433851696705,3.5838999116184,0.000338501841411006,0.490002056819163,4.79637709401166,5.37560374218725,1.71561704104322,3.13333547848096,0.00172831778560525,NA,27.1891926277694,-0.478237655632585,0.631858995007872,-0.756874016847109,0.449125343385613,NA
"36","SE:SMCHD1-214-exon8;SMCHD1-203-int37","SE","chr18:2796522-2802527/+","Inc-NMD",7e-04,0.0073,-0.0066,0.0066,66.0833333333333,-5.63615898713909,1.58188700190148,-3.56293400246936,0.000366732902868782,0.490002056819163,2.52134230405592,-4.18752733845146,2.22979487909172,-1.87798769192491,0.0603828488544195,NA,101.713621231388,1.27571595035212,0.304735621781454,4.1863039932595,2.83533556212661e-05,0.00477226537927705
"37","AFE:RASSF8-AS1-209-exon1;RASSF8-AS1-203-exon1","AFE","chr12:25956765-25959325/-","",1,NA,NA,NA,3.66666666666667,10.3700309879181,2.91112033619553,3.56221309678678,0.000367741693346363,0.490002056819163,3.69994138373078,5.01251804696854,1.85220178171971,2.70624836691097,0.00680481315141386,NA,2.60421654680312,-5.20199310587752,2.28163945793953,-2.27993651134314,0.0226114542091725,NA
"38","SE:BRF1-210-exon2;BRF1-202-int1","SE","chr14:105272895-105300445/-","",0.9392,1,-0.0607,0.0607,53.6666666666667,-5.20738151697469,1.46497752840297,-3.55458115637547,0.000378581653288693,0.490002056819163,103.028993598148,-0.841029743993531,0.295793767538602,-2.84329771716293,0.00446493416878954,0.0791063917909775,2.6604132460813,4.52732337331328,2.05640327954885,2.20157369828088,0.0276954355168251,NA
"39","A5SS:RANGAP1-208-exon1;RANGAP1-201-exon1","A5SS","chr22:41281083-41285985/-","",0.0041,0,0.004,0.004,120.333333333333,5.28874143366353,1.4889121308149,3.55208431995846,0.000382192364157788,0.490002056819163,2.46920123625811,4.43576321677689,2.31914473325972,1.91267200928081,0.0557900547015747,NA,236.696192262437,-0.747933373832495,0.244836712213355,-3.05482526321761,0.00225191681609669,0.0556254196467569
"40","AFE:NDUFAF3-202-exon1;NDUFAF3-201-exon1","AFE","chr3:49020571-49022345/+","",0.9961,1,-0.0038,0.0038,555.333333333333,-5.08346263378834,1.43322117640933,-3.54687937735055,0.000389823029160724,0.490002056819163,1078.21525640174,-0.431895785322648,0.161455208214016,-2.67501922112137,0.00747249658516528,0.101467531022765,2.27452440199422,4.3272291635273,2.20060839808247,1.96637855572027,0.0492548986488763,NA
"41","SE:CBR4-205-exon2;CBR4-201-int1","SE","chr4:169007757-169009947/-","Inc-NMD",0.1343,3e-04,0.134,0.134,34.8333333333333,5.36856899493967,1.51430195642329,3.54524338568509,0.000392250715548671,0.490002056819163,4.14069243689395,5.1600267113631,1.79509204764845,2.87451928614061,0.00404643056255879,NA,60.2202020858092,-0.426061240388346,0.401625254666117,-1.06084275188955,0.288761369646334,NA
"42","A3SS:POLR2M-201-exon2;POLR2M-202-exon2","A3SS","chr15:57706956-57709184/+","",0.9717,1,-0.0282,0.0282,106,-5.27666299604323,1.49021198502324,-3.54088079352076,0.000398793710580519,0.490002056819163,198.434001554964,-0.608278734710326,0.23542056169065,-2.58379612359273,0.00977195397184438,0.116227636600203,2.76146230651201,4.5911738102657,2.05426602681013,2.23494608310049,0.0254208886513637,NA
"43","A5SS:ATF4-203-exon2;ATF4-209-exon1","A5SS","chr22:39520653-39521353/+","",1,0.9991,8e-04,8e-04,1678,5.22882978636449,1.47753570358422,3.53888557391902,0.000401819988582049,0.490002056819163,3073.0039422177,-0.146492796957886,0.121857399766556,-1.20216578753957,0.22929930170418,0.535791876430039,2.6891235654182,-5.24458180740951,2.1870300313037,-2.39803831330253,0.0164831410514674,NA
"44","AFE:MCM7-211-exon1;MCM7-201-exon1","AFE","chr7:100100094-100101263/-","",1e-04,0.009,-0.0089,0.0089,611.583333333333,-4.40277731616707,1.24652644162917,-3.53203684184411,0.000412371899370619,0.490002056819163,5.16197310110756,-4.55102612390106,1.58387558385752,-2.87334824167,0.00406146153290015,NA,1110.06146400487,0.0280227859151556,0.133136385074887,0.210481799542576,0.83329165535611,0.933738422698011
"45","SE:DAXX-201-exon3;DAXX-207-int1","SE","chr6:33320592-33321718/-","Exc-NMD",0.9615,1,-0.0385,0.0385,97.5833333333333,-5.03498515154087,1.42765303905269,-3.52675686165443,0.000420682887509466,0.490002056819163,176.527605381499,-0.221101419932284,0.231051069808821,-0.956937442943807,0.338598830873215,0.64447968957171,3.82226876273772,5.03926413773115,1.8575323457431,2.71288096235827,0.00667010623722622,NA
"46","SE:PCYT2-202-exon12;PCYT2-206-int10","SE","chr17:81905155-81905669/-","",0.9667,1,-0.0333,0.0333,108.333333333333,-5.09608754110373,1.44661223367364,-3.52277370706477,0.000427055824562739,0.490002056819163,192.745268432867,0.0129104069054055,0.218269600393626,0.0591489006353745,0.952833509717887,0.982747517492654,4.86502920258955,5.38483710439015,1.79347740130755,3.00245606689233,0.00267810625834052,NA
"47","SE:SRP54-201-exon3;SRP54-208-int2","SE","chr14:34996788-35000935/+","",0.9978,0.9018,0.096,0.096,90.0833333333333,3.36568668369426,0.956012076130179,3.52054829403217,0.000430655561280432,0.490002056819163,152.996396842019,0.290896524612821,0.238188729299269,1.22128584953878,0.221977809203854,0.52872245972274,8.84852011287623,-3.0435950441853,1.07962471894338,-2.81912315527941,0.00481550381879584,NA
"48","A5SS:CIRBP-201-exon4;CIRBP-202-exon4","A5SS","chr19:1271366-1271550/+","",0.9531,1,-0.0469,0.0469,77.0833333333333,-5.22748145010358,1.48652639445459,-3.51657492904561,0.000437153252031595,0.490002056819163,140.720612044717,-0.320554682337473,0.319540101480906,-1.00317512841695,0.31577637102529,0.623966005131537,4.55755877194844,5.28560490647706,1.82688364436918,2.89323565995477,0.00381295093552297,NA
"49","A5SS:POLG-201-exon10;POLG-221-exon4","A5SS","chr15:89324228-89325489/-","Exc-NMD",0.9877,1,-0.0122,0.0122,230.083333333333,-5.10457764266715,1.45318683615023,-3.51267814687212,0.000443614499381316,0.490002056819163,441.703270634276,-0.70415879110614,0.205107891855832,-3.43311407832657,0.00059669098349979,0.0291301921961533,2.45438752208659,4.41576676070394,2.12537133751249,2.07764482505542,0.0377420843697227,NA
"50","A5SS:FCHO1-204-exon4;FCHO1-219-exon3","A5SS","chr19:17754622-17755117/+","",1,0.999,9e-04,9e-04,30.4166666666667,6.10460354215808,1.74468171801655,3.49897834035777,0.0004670445190798,0.490002056819163,48.8757730606569,1.12935415330375,0.425799255862394,2.65231593938888,0.00799417003477834,NA,1.90752253071608,-4.75652459545021,2.81070607166394,-1.69228815613379,0.0905910449607522,NA
"51","SE:NEU3-201-exon2;NEU3-206-int1","SE","chr11:74989155-75005412/+","",0.9274,0.9998,-0.0723,0.0723,104.166666666667,-4.9054007818859,1.40240126567587,-3.49785821073242,0.000469010406416209,0.490002056819163,179.834710745892,-0.0553165992347623,0.222445848917279,-0.248674450451682,0.803612613699659,0.922319424619613,7.52918845929748,5.02051385222123,1.53621209778598,3.26811243021514,0.00108267347753978,NA
"52","SE:RTRAF-201-exon7;RTRAF-202-int4","SE","chr14:52001867-52004361/+","",0.9998,0.9971,0.0027,0.0027,395.333333333333,4.79227256054149,1.37046125571876,3.49683184442022,0.000470818509021052,0.490002056819163,695.246570578349,0.30357589995863,0.150309298585469,2.01967478270156,0.0434171324822628,0.239922595695137,5.93151914357834,-4.37036188551157,1.7232024849192,-2.53618592345315,0.0112067218108899,NA
"53","A3SS:TTLL4-202-exon20;TTLL4-212-exon19","A3SS","chr2:218753670-218754230/+","",0.9996,0.7843,0.2153,0.2153,34.9166666666667,4.2775854978403,1.22438431184926,3.49366245258371,0.000476443008858089,0.490002056819163,57.6673266863283,0.512824765751821,0.438706842006457,1.1689463592735,0.242425243791046,NA,7.29156117794171,-4.14372592576694,1.35040776470147,-3.06849977768231,0.00215136488557619,NA
"54","A5SS:CYREN-202-exon2;CYREN-209-exon2","A5SS","chr7:135167808-135168968/-","",0.9167,0.9997,-0.083,0.083,67.3333333333333,-5.07080242134076,1.4514446272254,-3.4936244388697,0.000476510847953268,0.490002056819163,122.89678521315,-0.470609821740443,0.263985493309879,-1.78271092036114,0.0746333727708543,0.313644573643449,5.0342802743311,4.43482676864568,1.66402389070501,2.66512205348611,0.00769603850491297,NA
"55","A5SS:ALKBH2-206-exon1;ALKBH2-208-exon1","A5SS","chr12:109092938-109093349/-","",0.862,1,-0.138,0.138,27.5833333333333,-5.32647715053517,1.52520315058583,-3.49230667959824,0.000478868092354675,0.490002056819163,47.4139791581991,-0.275045358023792,0.399842629496537,-0.687884026698494,0.491525816205009,NA,4.53911710935889,5.28488190677997,1.80249364112977,2.93198366207134,0.00336804464924065,NA
"56","CCDC115/ENST00000259229.7_Intron3/clean","IR","chr2:130341040-130341666/-","Inc-NMD",0.0465,0.0032,0.0433,0.0433,69,5.16187286034641,1.47911312275377,3.48984319112536,0.000483304048028075,0.490002056819163,2.53501668884934,4.47751217492392,2.09007337393241,2.14227511376771,0.0321713502046156,NA,129.659921207463,-0.494644757460297,0.273524733689827,-1.80840961176555,0.0705427730829343,0.30549278996601
"57","SE:SLC35F6-201-exon2;SLC35F6-203-int1","SE","chr2:26764427-26775043/+","Exc-NMD",0.9568,1,-0.0431,0.0431,62,-5.07777620282404,1.46008911897244,-3.47771662485753,0.00050570424032998,0.490002056819163,119.616903673939,-0.738941870153482,0.269993321954891,-2.73688943416512,0.00620231350694133,0.0941746637876512,2.21619736847742,4.27560994761582,2.18200937062344,1.95948285336383,0.0500562660134391,NA
"58","SE:PXK-201-exon2;PXK-210-int1","SE","chr3:58333091-58369430/+","",0.976,1,-0.0239,0.0239,134,-4.83705127941489,1.39151610883789,-3.47610153320791,0.000508759634056462,0.490002056819163,249.731600284714,0.0853185409047816,0.233839144364952,0.36485996019394,0.715215944013042,0.878606467735039,3.19779411882578,4.80192382330318,1.92533648209992,2.49406992904733,0.0126287661833849,NA
"59","A3SS:CNPY2-212-exon2;CNPY2-201-exon4","A3SS","chr12:56311415-56314850/-","Inc-NMD",0,0.0034,-0.0034,0.0034,126.666666666667,-5.14630952476162,1.48049940239662,-3.47606322328184,0.000508832316408591,0.490002056819163,2.61977120391214,-5.20986947386095,2.28572916292125,-2.27930305933645,0.0226490563043852,NA,238.902262963524,-0.1203645620884,0.248088404397016,-0.485168028634586,0.627557158976679,0.833996485702556
"60","PIK3R2/ENST00000222254.13_Intron10/clean","IR","chr19:18163148-18163262/+","Inc-NMD",0.0385,0,0.0385,0.0385,89,4.99059091947716,1.43573381151417,3.47598620263314,0.000508978470805703,0.490002056819163,3.45482158124019,4.90090604433709,1.91582682401745,2.55811536977022,0.0105241170626163,NA,163.206911963703,-0.149866451076434,0.244961515384584,-0.611795901250639,0.540672801885191,0.788299638123302
"61","A3SS:RTEL1-211-exon8;RTEL1-205-exon31","A3SS","chr20:63693284-63694371/+","Inc-NMD",3e-04,0.0927,-0.0924,0.0924,90.25,-3.72246039306734,1.07535932102364,-3.46159680796175,0.000536980957158572,0.493076713510994,8.25660035080741,-4.00946045487907,1.24240149194936,-3.2271858017396,0.00125014253709067,NA,158.537838932168,0.0385555281230133,0.292875271288445,0.131644873783287,0.8952651902311,0.959955944225856
"62","SE:NAA60-202-exon4;NAA60-219-int2","SE","chr16:3476338-3482501/+","Exc-NMD",0.9998,0.9909,0.0089,0.0089,70.6666666666667,5.33879575242,1.54360466948384,3.45865483433994,0.000542880136168347,0.493076713510994,122.46347986084,0.0856656415692655,0.283461483837587,0.30221263365131,0.762489973998793,0.902382664837914,4.73130521933054,-5.01544268290704,1.85525192985444,-2.70337553741315,0.00686391485100331,NA
"63","A3SS:CIRBP-201-exon7;CIRBP-203-exon2","A3SS","chr19:1272052-1273493/+","Exc-NMD",0.9995,0.9827,0.0168,0.0168,268.583333333333,4.47452988617745,1.2938655151028,3.45826504682903,0.000543666243362313,0.493076713510994,508.830828561762,-0.349027550800025,0.175421723706608,-1.9896483937404,0.0466296812268608,0.247438358292586,7.0450534222367,-4.84381784940703,1.48212282057077,-3.26816224821479,0.00108248291518722,NA
"64","AFE:GATA3-201-exon1;GATA3-205-exon1","AFE","chr10:8045516-8055286/+","",0.9801,1,-0.0198,0.0198,163.916666666667,-4.9703992114333,1.43779710209142,-3.45695453426867,0.000546317013740692,0.493076713510994,305.979093766283,-0.570296606630191,0.195545319490846,-2.9164421225479,0.00354048403838627,0.0702675776067897,2.47708530154822,4.43213989757258,2.08099129000599,2.12982145521609,0.0331863566600735,NA
